Population growth (annual %),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Liechtenstein,2.35218713292384,2.35712198830369,2.36621564792254,2.40714954308024,2.4987418860225,2.60893775361155,2.73513216186574,2.79889099022328,2.75711060415389,2.58254243920599,2.32574129981057,2.04377204339247,1.80479952803769,1.63993040487208,1.57857515621318,1.58410583688146,1.60589569148891,1.60546696524073,1.6005621776902,1.57937551437158,1.55085245852748,1.52326169690058,1.5119497167882,1.47805696518156,1.44531854643746,1.40630506371342,1.35772702871295,1.32519226138421,1.30077919697136,1.29456199874767,1.30216955354395,1.31607904102041,1.31914647543625,1.31523743918356,1.30143675009113,1.2750213385538,1.24301011049238,1.21198222021562,1.19123665715096,1.17721309929889,1.17264788469774,1.16808203371154,1.15756919578891,1.12374023785576,1.05016249382745,0.958580195949646,0.858078760843791,0.771413284422885,0.720474389509814,0.70413936031047,0.724196803329043,0.752049552026091
Lithuania,1.55001939038899,1.60657495946158,1.3997309541126,1.23563344312338,1.2426991594818,1.22744551054822,1.22419791254519,1.201180912123,1.12523132285999,0.920478952952093,1.03628102597155,1.24558285540271,1.08190709614434,0.95434956902678,0.903795649203906,0.844284714491626,0.814807301678743,0.789147833101286,0.726941155491028,0.540861205437315,0.451032941179723,0.576822232379474,0.70338626338287,0.807019735359073,0.829019018784799,0.859591157107066,0.965016472614713,1.04105283058689,1.06395686619688,0.79588348340029,0.367999030323355,0.170116869352429,-0.108586324904251,-0.47410754270016,-0.694003962919015,-0.769728017770742,-0.760343408174494,-0.737830358066631,-0.724436206600195,-0.709489234071614,-0.703385440488978,-0.522689902579107,-0.351694274275434,-0.4294217070076,-0.540336616306426,-0.621529776039657,-0.594033871331414,-0.545490813022069,-0.519861402852007,-0.557188517263019,-1.58873874694342,-2.58326613752055
Luxembourg,0.787241986189745,0.911525536470683,1.22493081884298,1.03901066517559,1.11990124963074,1.1376686982108,0.71987626682955,0.328903404633494,0.2549025372326,0.490087859971103,0.493889466721461,0.953656918277231,1.21304031189342,1.10466656648279,1.30405816817688,1.09244783943894,0.494942519180953,0.173662846984142,0.179439197124502,0.234251269062172,0.355980931791434,0.294773135465379,0.082107428492381,0.0265336520752,0.1027856081308,0.193256818675591,0.44867099908019,0.648083393492208,0.725614578503426,0.972627746123582,1.25174570700817,1.33968316953886,1.32834757125223,1.34238702924688,1.36184013740089,1.40474246355929,1.36114394109864,1.25350248369427,1.24387080269218,1.35062128530242,1.34408299573143,1.19045634528707,1.04766081596443,1.21520087964639,1.42133256471314,1.53005466340868,1.59505191774492,1.54438684650549,1.78749663225793,1.85177523043645,1.8254058035237,1.9624577383983
"Macao, China",0.801688474649905,2.1231166315374,3.30846771747215,4.15403310851834,4.5686928761447,4.6429801602039,4.70289007646749,4.67836507369397,4.25187272403585,3.39187012697634,2.2918454755216,1.14247569471085,0.157824650645301,-0.566727932330034,-0.911822380966885,-0.937132804929216,-0.930137604209794,-0.893727432851361,-0.522441436779454,0.252099935379771,1.29289329783656,2.41585650672665,3.37623948744853,4.03826711631532,4.32136989514899,4.32852737000267,4.29584635558834,4.25007264407596,4.03779294989133,3.65688769856417,3.18207125219474,2.68364244499148,2.24607671422189,1.91519445494607,1.72775077355916,1.64997695087537,1.58910959986127,1.53019809743192,1.54139819492816,1.62930538990844,1.76957730254197,1.92591478742208,2.06967421904062,2.19696204174626,2.29596900151496,2.36748814178906,2.43728572030501,2.49107954503753,2.4907260391457,2.42605200353821,2.31875084279961,2.19676703303752
"Macedonia, FYR",0.699063328892919,0.964232760668265,1.21740529446861,1.37221255207251,1.38085653517924,1.28998017148528,1.18093220742394,1.11511077050137,1.08702178396345,1.1150293140318,1.18140113138756,1.23698594370599,1.27157899498622,1.31781255772508,1.37734861164848,1.43523418503795,1.51819901748013,1.57080452719265,1.50604962175783,1.29212573379736,0.986840444429205,0.633038293932303,0.337096204172064,0.186987760812711,0.241925221327047,0.440264781877122,0.687890003453992,0.879825871359653,0.983444682116522,0.956386993028723,0.838553316140498,0.700449378256879,0.595847436204836,0.519672144256714,0.48899376261984,0.490637785879552,0.497820685704972,0.490917066872832,0.4734126029493,0.439405732356134,0.394637380667687,0.34701709238788,0.306067350829483,0.274760584639971,0.257088668213176,0.249069924307024,0.244144000522125,0.236176333127265,0.224463481885654,0.206604956619202,0.184294153293406,0.161475875779302
Madagascar,2.35969832919863,2.38662152019252,2.41257704655998,2.4364964816953,2.45806489184982,2.47859460669889,2.49652472290407,2.51620004792182,2.5438337664719,2.58142915382536,2.62406716686714,2.66304980919735,2.69483757528918,2.72261584207774,2.74552491244466,2.76218441216905,2.78520745368132,2.80127533231418,2.78554023792177,2.73178256863099,2.65833486097774,2.57897772020137,2.52266801747655,2.51054075416447,2.5539538100787,2.63401418333243,2.72190413176036,2.79700548153384,2.86074357089901,2.90718581797345,2.94127314654442,2.97028871956767,3.00085554826153,3.03311896598236,3.06841986506117,3.10273304461717,3.13443110562633,3.15617751211211,3.16136842770048,3.14751215435174,3.12091082807568,3.08982884075408,3.06098270850972,3.03514555845788,3.01440979841694,2.99679557925126,2.97934865588575,2.95964681391415,2.93786957150811,2.91354970708991,2.88804756891343,2.86163216880757
Malawi,2.24833580756434,2.3095836551746,2.36697797479904,2.4125008691922,2.44304888705495,2.46734099806575,2.48398631075468,2.51385249391473,2.58103000918005,2.69407628673962,2.8330264376571,2.97024749326918,3.08365681293231,3.17103270032244,3.22585687110566,3.25454919362256,3.32431761576464,3.39231469667848,3.35963247455163,3.20714351323933,3.00718620904418,2.67567356728219,2.4386328629101,2.61383189330342,3.29951862836995,4.22761047805255,5.26270573911643,5.92131528856714,5.83340867526694,4.92093002450611,3.57747467779892,2.13884668918367,1.01770764162737,0.411187349793076,0.518566464728833,1.13135872158867,1.87692612548224,2.43781852674394,2.801973031432,2.87846664396984,2.767462151266,2.64168425556141,2.6006027866998,2.6012175504888,2.66367585020475,2.76584328732704,2.86546781248491,2.94274680936027,3.01321058014152,3.07382309221993,3.12569461629219,3.17080454203694
Malaysia,3.15191856131873,3.23650745323933,3.28400885834041,3.26081633391279,3.15416451586946,2.99678644643499,2.82842254840805,2.68619123954903,2.57886949455553,2.51877833694856,2.49170255031502,2.477132243899,2.45683588616725,2.42950986143563,2.39021735630208,2.34767256540838,2.30858144648767,2.28789861783736,2.29635502019954,2.33959394625212,2.40686488778334,2.47164760691421,2.53081526361727,2.60224328067558,2.68638639320314,2.77182478288914,2.85991815827019,2.92577371133686,2.94000741787903,2.89247128854444,2.805393097509,2.70472363760648,2.61839615673616,2.55596243993858,2.52694266669342,2.51863372603386,2.50820003084443,2.48404301465222,2.45318691720933,2.41325381691432,2.3647609142865,2.32056615263815,2.27197328664444,2.19819411960888,2.09390604231883,1.97251957600448,1.84510085399926,1.73336659734484,1.65297976727125,1.61365333821239,1.60294008143875,1.60022846015916
Maldives,2.62607487471757,2.71246144816093,2.75969997165301,2.73981217346042,2.63785502710003,2.49817447464325,2.32057052929388,2.19180167237566,2.20205025698575,2.38643097744078,2.67691027680329,3.00856449918437,3.26362372484844,3.37011519302566,3.28755937001875,3.09611611497113,2.86950414191978,2.71571818621902,2.69269745819339,2.83763342283577,3.08227370593277,3.33095207016205,3.50540533508565,3.60317574635588,3.60220703577394,3.53319687918445,3.45038766682927,3.36931912472642,3.25997078028314,3.11997259816668,2.96271042359914,2.80127844956888,2.64385351084815,2.492874561644,2.35005470485119,2.21812138066113,2.08811737522232,1.96590093751962,1.86094046463328,1.77780957653593,1.71126065222839,1.65331417758075,1.59808563698004,1.54643978520253,1.49677425987629,1.45065556940342,1.40553453240007,1.36661728419004,1.33941603622282,1.32620358244061,1.32119240454645,1.31958654631933
Mali,1.25673080727646,1.25487076884847,1.25920368357674,1.27536303638566,1.30639565470893,1.3491316482892,1.39206419931306,1.43586010047069,1.49119269907421,1.55983648240101,1.63509901383837,1.71548965839637,1.78689300821926,1.83389116903149,1.84947594934772,1.84434593580735,1.82325652213121,1.80875976389387,1.82175610834333,1.87219291863828,1.94197149746961,2.03734722910549,2.1089599857568,2.09712016943728,1.97938763805909,1.803166916571,1.60153567481722,1.45876097425349,1.44326508038628,1.59444439002972,1.85655393061811,2.15009454682215,2.3961846258322,2.5753459688466,2.66144190240977,2.68500813596749,2.69373578125498,2.7228398404287,2.76884672343913,2.84046984153166,2.92496291628716,3.00412534333035,3.06337992246949,3.10267804418533,3.1185276987639,3.11697717877725,3.10942298731498,3.10009962865312,3.08445823649864,3.06340616123735,3.03855438880051,3.01040886264318
Malta,4.00662703522943,-0.398895895605156,-0.415929121533107,-0.417666319903278,-0.403852676882117,-0.765568929336958,-1.1356588932336,-1.1647518993493,-1.17847840597764,-1.17609980275292,-0.543703456522926,0.016519368997668,-0.082624147474971,-0.082692471428403,-0.067527758459834,0.734392579767725,0.508856893781478,0.390375595306017,1.04091990369059,1.01360238083902,1.04860267451293,0.735340232751273,2.14497741123595,1.40948249289422,0.02087376372126,1.75674824972899,1.67089816229853,0.688607248214418,0.821039289346079,0.973294582315565,0.978313699279678,0.999310181314622,0.982779504038729,0.948814496891339,0.88365335550486,0.674999244768688,0.60663335997907,0.681623608071649,0.605779054029152,0.48726704202365,0.52660551312898,3.01291787022802,0.745506921127166,0.657732334391546,0.67162845452858,0.638179794943493,0.634624990932129,0.647981684981273,0.706458480189185,0.494225169698225,0.482900649968124,0.719767896387515
Marshall Islands,1.90744292268629,2.61870842387573,3.22323853058761,3.57677455150678,3.60305974068808,3.42567779964982,3.17215743499229,3.02568214025739,3.09512819691579,3.40562106003368,3.87364454712332,4.37416874713504,4.7249274957272,4.80225080416624,4.56586089278432,4.16726964005681,3.71841399421945,3.40685371426839,3.32630060811328,3.52224613009825,3.88100446603,4.20430421843104,4.4134053996916,4.57423628790345,4.68091944862107,4.71451589690458,4.76128795327729,4.72299201893308,4.44187457859229,3.89116041270195,3.19288052330829,2.46678548040464,1.8398278523799,1.34999887487967,1.04369517554234,0.872284581361627,0.744165860833531,0.597561097535855,0.449690510478391,0.288434004408613,0.124730167286242,-0.026851816494923,-0.124763685003533,-0.14222839661439,-0.046171605283486,0.132685948027867,0.331904340296939,0.529147246483977,0.745967565613013,0.971064125005497,1.19516659911373,1.42946193570862
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,2.8074714380608,2.81904865228728,2.82610111197941,2.82880332506697,2.82775659269058,2.82513575394455,2.81898513536462,2.815221003796,2.82232662524082,2.84286207784289,2.87107482560714,2.89914941304884,2.92030573525533,2.93455603147489,2.93945807464496,2.93740055944871,2.93153682606941,2.92418666573439,2.91450177722422,2.90291842138702,2.88883862252908,2.87861183223295,2.86539103681915,2.83734072342342,2.79169205032256,2.7376692953641,2.68159223083102,2.63895633605928,2.62221637293744,2.63738851404171,2.67369970721996,2.71435080996856,2.7482907169576,2.77746113496542,2.79878968044569,2.81402997318864,2.82293138923834,2.83085029150668,2.8429635188403,2.86111495532745,2.87908688635802,2.89494047696401,2.89715410044083,2.87471998394328,2.82316160565764,2.75220618118622,2.67806890357189,2.60830842193738,2.53802618340394,2.46910286407492,2.40286998620902,2.33586808159286
Mauritius,2.86041673627912,3.19491025889804,2.83733761678686,2.6089240097816,2.40796394800888,2.2317851567401,2.07822790412118,1.94553854289375,1.83228646628274,1.73729811754023,1.65960354127052,1.58905078811684,1.51632153379807,1.4871971003543,1.51735051790534,1.5772159657286,1.61328402198679,1.62727051037446,1.62086477797925,1.58744388973472,1.52090696317566,1.3503699349565,1.17983290673733,1.00929587851817,0.838758850299034,0.668221822079881,0.850701956908804,0.78544614079797,0.779387682978032,0.773329225158097,0.935058024151681,1.07946362530249,1.31574311449685,1.18554061440712,1.40006449419438,0.859933461061684,1.02276454116174,1.25209760994193,1.05142162473208,1.27124855157122,0.982676166064297,1.09002677243753,0.855994475186918,1.03699767797276,0.86109260314917,0.796809886712616,0.756829367512258,0.613188577962695,0.645482927344485,0.508493596629688,0.461041617043606,0.399459037779536
Mayotte,4.78095601052807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,3.29434658913738,3.24036061060764,3.18095024212104,3.1179179632147,3.05364422443788,2.99264191819344,2.92253750022592,2.86204595665658,2.8424937974091,2.87273611655144,2.93075271157757,2.98873987317274,3.02125911701523,3.02281803902637,2.98553514567094,2.91889132058278,2.85591782935173,2.79110970387598,2.69105419034153,2.55052308300894,2.3893851387016,2.21724781189651,2.06947005220324,1.97861665591299,1.960837698375,1.99128015703813,2.03488571555399,2.05948861886619,2.0594661973579,2.02401693551736,1.96462562777135,1.90006678513773,1.8444518212442,1.79628651149438,1.75935450620212,1.72870804236383,1.70381217428386,1.67248944256902,1.62190358258794,1.54646171522506,1.4570521041725,1.3611963099426,1.27927451563827,1.22828709076313,1.21812001371677,1.23576334512804,1.26122258329107,1.27664081232855,1.27945194405232,1.26311539380709,1.23278425549846,1.20088700011009
"Micronesia, Fed. Sts.",3.2310924280465,3.13430452743048,3.06648267666467,3.09193738299837,3.23719311102774,3.41748844957414,3.68905457327312,3.84227644920178,3.62820357948989,2.97401503332197,2.08071850235042,1.09119072616242,0.308676954470682,-0.014447967276409,0.298167932225139,1.06515252729132,1.944762764419,2.64098911889426,3.14342863533668,3.35711786639559,3.36737783573483,3.36109472438377,3.3774317118604,3.30055476779342,3.1302319554797,2.90108792712179,2.61257026461082,2.34522257747901,2.20025682088081,2.21879149753621,2.3254419304289,2.49156777008623,2.56433279141224,2.40486688777927,1.95135124673937,1.3217250678885,0.623790585346303,0.039842299149716,-0.317325088128433,-0.342577670941702,-0.125035007425293,0.174446038277646,0.407408315427012,0.552643582304811,0.553278496426407,0.451579690662362,0.337579241064032,0.275603796410368,0.249479624450371,0.279583792547382,0.349959769091899,0.429458985531333
Moldova,2.51363268,2.380366074,2.237534605,2.093028732,1.953136327,1.820276107,1.678800054,1.544250949,1.449919749,1.407194253,1.398183384,1.409493606,1.407106462,1.3644249,1.265895231,1.133701542,0.986367598,0.865665748,0.802750763,0.817896734,0.885253908,0.96228827,1.013354528,1.035377081,1.015042096,0.959728016,0.89646876,0.827145731,0.727315643,0.592212874,0.429753798,0.258422204,0.083868751,-0.103892505,-0.304621864,-0.512908819,-0.200222133343632,-0.220896906880803,-0.188282302854378,-0.158142001814522,-0.203414919918279,-0.223571715813288,-0.231607464406335,-0.281650307636418,-0.247616695795621,-0.243141083200841,-0.269110341330034,-0.240589056330808,-0.190205445302618,-0.126238330821614,-0.099359335527547,-0.085998413964495
Monaco,1.30964538401487,0.935300671324501,0.597949126534091,0.377451102003846,0.358367820765578,0.467043499652358,0.600418150861483,0.696684869629966,0.812450449946042,0.916848031730813,1.02256019673984,1.17088019588192,1.30157277869746,1.32143391961581,1.19984472122792,1.00290521959563,0.744646368729226,0.554868314571982,0.528387303438974,0.719581470936594,1.06400386983357,1.45043180764239,1.76445417458032,1.94530762472445,1.96533740441993,1.87139550534071,1.7475127254236,1.65654350746745,1.57621182636489,1.51234743738732,1.46392585513678,1.39493792779417,1.3159127658313,1.28016271183549,1.29775644106007,1.34172897739804,1.41658634366641,1.44979488351057,1.37392906367996,1.14313351503833,0.817544501524164,0.460136580309476,0.150080023639322,-0.050945319793149,-0.116139096688626,-0.062374190448993,0.019850553753861,0.079362834017291,0.116096344678978,0.11596171734883,0.084764923701017,0.056470058253038
Mongolia,2.55288432426981,2.75956189724233,2.93252296796703,3.03289946840258,3.04370583679768,2.99590132072107,2.92792581710582,2.87730040336959,2.85363159669076,2.8683245978355,2.90467507063555,2.94345124306544,2.96077119157101,2.94785711995256,2.89737423377164,2.82435126728092,2.74814592387028,2.68505180315742,2.63723948721363,2.60985139976503,2.59746470945546,2.5581871037455,2.5138559867691,2.52257737674556,2.59677521675997,2.69582329726791,2.82412274823285,2.8871956352073,2.77827281086113,2.45905515773066,2.01338029728481,1.53503041946862,1.1340062974693,0.856719124310166,0.751559702743859,0.773145482936044,0.830750756424935,0.867017049976143,0.903006297516038,0.92381323214848,0.93775340957879,0.955292203520357,0.994742299751177,1.06489033276286,1.17149797910814,1.29904207353613,1.43446400437272,1.54999059825529,1.62381262632409,1.64286675172121,1.6220091286644,1.58794146420196
Montenegro,1.75245313962426,1.84646107058593,1.88319750158467,1.7881805011398,1.52876576430201,1.17155453930044,0.763099066370616,0.424930371578931,0.259074567444885,0.333082130513738,0.576333698688443,0.861282498219398,1.08182734153822,1.2306153560864,1.271174463994,1.22698902032858,1.20095845997593,1.18350505064262,1.06817983243603,0.832548852153036,0.527890322178611,0.168587598792212,-0.129884448861999,-0.238357600438035,-0.080217234649385,0.267372401245734,0.661698286864972,0.982531006281298,1.22111090039805,1.33347933857429,1.34254397408862,1.35862966219131,1.36567580125611,1.24108773455201,0.958227578085876,0.574539942374156,0.138890205867284,-0.246841933623076,-0.503027174681458,-0.567845553827279,-0.486165453999101,-0.365348552130857,-0.270873067448419,-0.174190829129351,-0.093749110031723,-0.027599387883575,0.053436997059625,0.14150990858995,0.194567602010147,0.198472620365969,0.167204904537568,0.122017722740859
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,2.76075228158765,2.72939035908465,2.70317747964496,2.69944951888629,2.72571052226926,2.76707029141745,2.81498500332632,2.84227216733374,2.82667478054527,2.75845726598021,2.65901259356766,2.55513111688722,2.47243130477059,2.41726092719885,2.39832807450964,2.40577908341616,2.40725584828602,2.40527954623841,2.4301811068002,2.48620649183286,2.55559671862174,2.62926407513621,2.67589036446863,2.66751955576697,2.59155892412249,2.47030764803537,2.33902457360853,2.21966677643104,2.10693081456313,2.006983961707,1.91696154104034,1.82673860920531,1.73559147995884,1.65282792677604,1.58018549318371,1.51540161288872,1.45642210719867,1.39913906324527,1.34086280907444,1.27986381949397,1.21887016163291,1.16007463704062,1.10861368482463,1.06844080188956,1.04202493916368,1.02629399945667,1.01355559550285,1.00178622863,0.995486481658076,0.994579373181316,0.996731804015054,1.00137878180208
Mozambique,1.9404696621925,1.98334002191657,2.02287694632523,2.05762208393514,2.08687594424678,2.11241199343591,2.14030714840878,2.16929376437921,2.1929561889326,2.21033864561027,2.22602682199338,2.21966908813907,2.21885600600215,2.27101265841785,2.38991573950016,2.539683755452,2.68127022262744,2.76604131310773,2.77168760874288,2.68149882148108,2.51895825872863,2.40903393978608,2.30089560560742,2.03497176434924,1.57528654083973,1.02293662412562,0.37004641996397,-0.143613333438076,-0.217097169773901,0.313562456540624,1.25516890538728,2.33716175884153,3.1986802276692,3.67797578528988,3.66675714045848,3.3444318696681,2.96463860056696,2.70182171380702,2.53621646047384,2.51484550051281,2.58616161353082,2.66091511675813,2.68445842263306,2.6773141411,2.62869045215813,2.55388450748503,2.47719299441237,2.41471824299081,2.36315513849403,2.32667928274582,2.30135659689862,2.27794132432663
Myanmar,2.1277283518794,2.12287843582251,2.12145298320631,2.13143543670679,2.15695040462348,2.19291374301639,2.22311101995967,2.24837141475132,2.28333406290251,2.32992992841515,2.37939898626125,2.42948833521901,2.46277853342188,2.46128785672926,2.4175590613592,2.3454375944424,2.26476801335809,2.19124513752789,2.12572920188013,2.07333642598012,2.02995208225685,1.98579318044742,1.93772624400781,1.89143197651999,1.84702267579192,1.80360288311936,1.76331609444358,1.72240072319266,1.67472320584532,1.61818539954316,1.55704062559425,1.48523936553503,1.41805092032822,1.37790598985308,1.37318722102946,1.38744903080506,1.42042710491514,1.43169682509579,1.37528528337915,1.23046400801691,1.03064210051414,0.81133954018925,0.627691432195599,0.512577165861171,0.493012269589435,0.543155725987682,0.61148772146734,0.6641263375765,0.710426068788978,0.740230578279464,0.75685041556178,0.776227933310166
Namibia,2.37043782208695,2.41652383642374,2.46039826727137,2.49909987843008,2.53124893870166,2.5606584227654,2.56914448690687,2.58037911694578,2.63399704500241,2.7408828084683,2.87029896882675,3.01960979345889,3.12119919183693,3.10385698758159,2.9430511683559,2.69892858129463,2.4616879347379,2.28836162383449,2.16939046794902,2.12251850776308,2.14230361536445,2.13072052288786,2.14938254179006,2.35116438129629,2.77154777226076,3.30243643156689,3.86281491697359,4.27769294883183,4.42402338873884,4.25663244932539,3.90027601887033,3.49830518880764,3.17873441425908,2.96584699287107,2.89780928194828,2.91780050181825,2.96072697368609,2.94833144157042,2.85334867486871,2.65259846389582,2.39170827433317,2.11685780455611,1.89319346887674,1.75475087021855,1.72757284704994,1.77591012209377,1.84361736442622,1.88572312791646,1.90114194844743,1.87539542592092,1.82138329485937,1.76746127994433
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,1.7686692783286,1.80311789925317,1.84193376900417,1.88687627708098,1.93837352674556,1.99354014455203,2.04882657393154,2.10078182345708,2.14802634239232,2.18907304608473,2.22450783906308,2.25741961771357,2.28728133682839,2.31070855888534,2.32705063524562,2.33791848306048,2.34624670178044,2.35331847137989,2.35822505155402,2.36136725630153,2.36330942355076,2.36541548164486,2.36750084027636,2.36841628117744,2.3681559688178,2.36794248151982,2.3655279487112,2.36550416500592,2.3749071369714,2.39598316918752,2.4235317358302,2.44921332545833,2.46817234558,2.4817452220787,2.48848047275784,2.48833357738828,2.48299528397701,2.47172649842377,2.45190438222163,2.42289225260315,2.38569047869523,2.34749025066979,2.30464189816464,2.24724516151524,2.17310759029603,2.08923110248864,2.00211311977046,1.92212641358114,1.85594524370115,1.80807862573356,1.77341680037631,1.74190057061499
Netherlands,1.95217906447061,1.31529458823228,1.42447506739908,1.3484919646048,1.33778133208209,1.37266110512345,1.30517073080104,1.13314407259893,1.03854696110739,1.15796910892603,1.2389326613278,1.18913354289438,1.01117285033374,0.827331016213766,0.78367225014689,0.891389955359838,0.784993389027855,0.594626000826161,0.615264576886905,0.690282251587051,0.791331808142326,0.68604679796041,0.45855986421728,0.37922259579425,0.396933189768028,0.466326519882431,0.554957725760648,0.634526879264155,0.646096227552241,0.59990721305618,0.688603823438797,0.788031035375139,0.756056593396787,0.696991330125143,0.602938474274189,0.49392737251493,0.461395747607711,0.514767002117464,0.616640530679659,0.665493187073143,0.714770362784392,0.754840057734904,0.638291666268526,0.471814398788212,0.347475412048658,0.23366314793854,0.160613668857538,0.217521601194242,0.389292461499527,0.514284544827762,0.512923100553586,0.483955473761595
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,4.52395644464087,4.52395615915033,3.3501417899967,2.66904130766119,2.35961941395597,2.33131282607045,2.50742984954281,2.81779421015544,3.19676722377875,3.58427554321418,3.92799716896227,5.06367794390617,4.75111148726301,4.26569733936427,3.68266846885957,3.05863355637251,2.3798758576304,1.63006867251351,1.12509870701232,0.999502256795642,1.11500425237059,0.696866887632591,0.346620775774648,0.620905715510106,3.5244984098808,1.57043689789789,0.651468061007571,1.77049299408239,1.87052104217465,2.7722450194952,2.2878780941134,2.45009340105638,2.61230870799935,2.77452401494235,2.93673932188533,3.0989546288283,2.05135385385677,2.32888523851393,1.65173955032519,2.03476724193274,1.90137437804069,1.9017932212971,1.89881141880703,1.89843031676078,1.90131724938252,1.86242763750894,1.71981940180442,1.63918664014089,0.651749379851607,0.651601173869136,0.576557689561053,0.80645598367305
New Zealand,2.10156645834856,1.9994404993352,2.54211212405056,1.98658254381753,2.09497226471195,1.64950611738654,1.79104763183873,1.7852325973011,0.877166546691753,0.894787617931309,1.35759226639106,1.49375095882477,1.76835888765716,1.95737000018805,2.085288593699,1.94543372701951,0.884790065593746,0.311361735807466,0.032044092945716,-0.39164121838523,0.125363651321035,0.384751508652698,0.993480548336686,1.3594947716689,0.865186524752256,0.617838918191614,-0.024640404227297,0.861875993248055,0.274482468222468,0.480054396222302,0.92322272881111,,1.04173538422178,1.14023110662887,1.32923733494336,1.46436378746179,1.58266192727998,1.31235828649882,0.887279888633483,0.525484536213216,0.587564086381346,0.589286034969052,1.73717486434422,1.97355854434158,1.48621908244575,1.12877350967992,1.21898486028429,1.03889011022843,0.955616178654189,1.09265243073886,1.19767427293062,0.852621146011724
Ngorno-Karabakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,3.17725888126925,3.10188696720042,3.03450136784463,2.99147150678444,2.98071258895275,2.99176899979949,3.00388129832371,3.00989267734815,3.01929229629212,3.03143768980096,3.04395190443888,3.05183010450514,3.05536225486263,3.05776265580931,3.05910350093845,3.05616050982956,3.04845714775573,3.02982924118762,2.99346023984856,2.93702080940662,2.86573861056369,2.80098360120142,2.73627649729188,2.64759429287924,2.53084934769329,2.40255380797081,2.25754354926688,2.13655957116562,2.089987880764,2.13720194302152,2.24020589473278,2.35932570635728,2.43705928978561,2.44302255181598,2.35612479444923,2.20743169600243,2.05176690121894,1.91751752408512,1.78889062143241,1.67253744790243,1.5687766271901,1.46605081429918,1.37128959330904,1.30468224116987,1.27283189592132,1.26758273177344,1.2674994424028,1.2684596603379,1.28444513410325,1.31597650762918,1.3555667019744,1.4015643021985
Niger,2.81180865828152,2.87043728579586,2.92414316991656,2.96308289904213,2.98221532172463,2.98726952327372,2.98962484394477,2.99347536971728,2.99362920669194,2.99054478585238,2.98509882034131,2.97524472969134,2.96431619981186,2.95780916591508,2.95734123577025,2.95917121276739,2.96569874659432,2.96651812505211,2.94871308219057,2.90823171909144,2.85602054462899,2.80806701001469,2.77486441938851,2.75519267367652,2.75224136214989,2.76454846823882,2.77896925290885,2.80222563350799,2.85285060911935,2.93449758599957,3.03448538345208,3.13643691835895,3.22657309624519,3.30243579285601,3.35946886690285,3.40133061657796,3.4408466295823,3.47631025135463,3.49522389524362,3.49612589185107,3.48606185356037,3.47046407379014,3.45947885517835,3.46014438807547,3.47586874386248,3.5001575571341,3.52537915429978,3.54359154006236,3.55264068224446,3.55040562828368,3.54119327532081,3.52806886463554
Nigeria,2.08998737085997,2.12541992007879,2.15731292870603,2.18098813309941,2.19465243540719,2.20350128244114,2.21430837265403,2.23323218520394,2.26178812819353,2.30223509143816,2.35283890735629,2.39133511458035,2.4318239906338,2.50816737111801,2.62790730994991,2.76630156044316,2.91445183606192,3.02481036783739,3.05224719360462,2.97925573179592,2.84444737393172,2.69139446262251,2.56900102820879,2.49537072644819,2.48735103559745,2.52151917362409,2.56363202493514,2.58552325493375,2.58610232921221,2.55750192092723,2.51050272150121,2.46453829076327,2.42923169969048,2.39844652099284,2.37417527868817,2.35638127807778,2.33903938289115,2.32617768306141,2.3277610568161,2.34635389435585,2.3759394952739,2.40927564971616,2.43853941461763,2.46087398134133,2.47341354343635,2.47921434880741,2.48322599027319,2.48904152951079,2.49612304784547,2.50532151432939,2.51529302082305,2.522808587128
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
