Urban population,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Romania,6293826,6477006.8965,6649636.2151,6823957.9113,6999963.105244,7174333.20472,7344414.0063,7568698.336836,7775433.233362,7962557.624386,8164757.96962,8352698.111338,8536652.834766,8714773.606422,8901462.883694,9120254.53473,9370391.843592,9600225.457536,9828636.297216,10033985.640336,10247190.2371,10486757.495298,10694449.528776,10890642.96754,11084826.45192,11296021.51707,11511059.216178,11720595.19302,11940779.189292,12160182.356244,12347320.53195,12265917.93147,12180763.895352,12189326.70096,12196712.999646,12197105.1363,12127405.18464,12058033.25814,11998665.0864,11945462.3028,11895672.34884,11720117.50532,11535425.066288,11492567.167644,11451877.14856,11414726.82702,11391379.59488,11371146.75702,11354889.6916,11338644.47186,11317549.48792,11298369.12
Russia,64504586,66218562.0071859,68047369.1316234,69908771.4516334,71803268.9841932,73731368.85,75247965.5691865,76779474.0570865,78326015.1370205,79887710.5258016,81464682.84,82971229.2695053,84492418.5140375,86028369.2188684,87579200.9099257,89145034,90672343.9542748,92216765.9555575,93778465.4269769,95357609.274,96960865.1,98218150.614,99448920.954,100661064.056,102046402.07,103466989.34,104638389.768,105799933.512,106920119.992,107983755.558,108837430.48,109074559.104,109115720.028,108985164.16,108843616.704,108694014.52,108392558.564,108066928.128,107763343.612,107324089.096,107313250.5,106931419.528335,106333219.352133,105699303.584289,105030328.112679,104399295,104131020,104043914.8,104139062.4,104314635.16,104526918.4,104778970.92
Rwanda,69298,70644.108696,74973.524208,79500.37743,84233.48988,89183.1213,94717.518744,100512.58998,106586.588064,112961.043798,119657.61024,129651.511532,140185.72588,151304.089176,163058.666848,175496.96762,187910.697282,201026.679384,214842.451546,229337.087436,244497.14367,255839.702778,267169.890174,279063.375424,292365.85446,307511.46699,325998.32424,346990.480744,366937.897676,380767.30254,385052.57808,411694.339872,423760.926336,427457.223172,435958.850304,461992.88564,544956.42168,660329.900516,804184.185728,961233.791804,1115303.93568,1228408.429872,1328702.201864,1420109.670598,1512324.64968,1613890.89853,1679928.252392,1752498.371694,1830908.901472,1913339.56645,1998375.3405,2092204.4964
St. Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,14076,14293.432691264,14483.652754989,14669.171425033,14850.0590292249,15026.385,15099.1034739079,15165.5747489801,15225.981307798,15280.5013735647,15329.309,15305.9172,15315.9576,15290.6166,15264.2124,15271.772,15240.734,15469.33953,15567.5862,15600.70746,15931.608,16000.0045,16065.012552,15866.454256,15445.720944,15065.67764,14960.3480979955,14855.5612575907,14751.3146439112,14647.605792645,14544.43225,14391.8236,14243.4928766382,14099.3365363425,13959.2544925082,13823.15,13702.73012,13582.79748,13304.21864,13931.17804,14516.06508,15049.70818,15179.8158,15114.4218,15639.58374,15773.71494,15964.624744,16157.10374,16350.187104,16543.872352,16737.1988,16989.264444
St. Lucia,18585,19052.6,19570.48,20095.08,20626.4,21164.44,21741.0206,22325.0832,22916.6278,23515.6544,24241.698,24842.2368,25425.5922,26065.0368,26687.298,27316.8,27963.864,28644.168,29306.508,29976.352,30653.7,31482.6884,32349.2808,33144.8278,33977.4256,34847.904,35739.7894,36614.019,37527.2944,38422.3436,39357.009,39982.912,40390.146594,41272.300368,42164.314122,43049.352,43047.106268,43317.531048,43479.849184,43475.815768,43611.80172,42604.715922,41387.628906,40209.28956,39080.645796,37935.5805,36826.767484,35656.345132,34457.279976,33229.14386,31887.24,31059.776
St. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,11251,21689.958912,22354.891862,23001.494428,23642.790552,24289.09196,24962.862666,25641.780804,26330.425038,27034.289136,27757.37595,28522.97573,29310.586074,30116.921574,30935.508296,31760.10975,32609.40186,33463.97913,34321.1508,35178.07799,36031.415,36895.639824,37751.95578,38602.59318,39451.859964,40301.26004,41169.740982,42036.386112,42890.70283,43713.467616,44493.55641,45045.03816,45552.0933,46020.649716,46462.921362,46888.1406,47261.929188,47621.330496,47979.336852,48352.063512,48751.62726,49191.750058,49663.3452,50155.116228,50652.118696,51139.86365,51629.31036,52109.9586,52580.1248,53038.07991,53483.51694,53925.47547
St.-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,20774,21528.133,22262.07352,23003.22365,23749.8778,24498.95231,25427.25648,26360.355098,27278.411632,28155.930558,28973.30962,29600.490624,30156.56438,30655.65694,31119.99751,31566.30016,31862.769768,32142.799892,32401.448342,32629.089528,32821.53768,32929.870592,33010.927378,33081.002824,33160.859214,33266.828,33396.572,33557.48,33747.644,33961.976,34197.296,34556.800608,34937.06216,35339.540432,35766.998496,36219.00182,36740.838978,37284.215024,37826.473538,38338.888692,38800.17373,38771.37654,38684.418192,38554.009456,38401.316902,38242.68666,37942.7834,37636.73074,37332.66006,37038.34706,36759.00318,36562.609404
San Marino,,7893.063144,8276.285568,8673.22938,9078.328512,9487.16478,9896.807808,10309.409924,10714.271904,11095.21958,11443.328,11991.781032,12504.65472,13004.64436,13528.64968,14106.65256,14677.867992,15312.508164,15994.618926,16691.948064,17381.80938,17939.31601,18483.6945,19020.68085,19560.80685,20109.15816,20440.316248,20771.927184,21109.339044,21457.101354,21817.136,22157.357376,22516.408064,22878.935232,23223.929472,23537.48192,23830.212224,24088.472288,24360.993216,24714.945248,25197.9648,25768.073994,26463.163716,27210.538362,27909.909104,28488.69719,28887.87793,29161.15329,29345.15078,29500.97925,29670.02526,29867.33178
Sao Tome and Principe,10344,11121.149,11848.38698,12546.60134,13290.64465,14148.43899,15415.3194,16846.34759,18417.18824,20064.89529,21734.1034,22556.656948,23350.546944,24150.60711,25014.604276,25983.21236,27030.098124,28179.596956,29385.18352,30576.91356,31703.43616,33267.574834,34779.874176,36280.879964,37840.805044,39514.64748,41545.171096,43710.310798,45984.0282,48320.54084,50682.74816,52909.208352,55150.54402,57428.387786,59775.455872,62216.06985,64713.932104,67305.939264,69965.806984,72651.46265,75333.1824,77945.31234,80552.775996,83172.781692,85832.390952,88555.86306,91147.1552,93801.31849,96553.80504,99451.05425,102526.29236,105581.539
Saudi Arabia,1275391,1366041.774168,1477184.28624,1596241.916646,1722568.96392,1855884.82377,2020187.50113,2195006.67618,2382635.15763,2586258.25059,2809099.72974,3050817.05635,3315971.26987,3607778.54844,3929807.42994,4285522.82662,4642102.164864,5031299.678282,5458789.493956,5931870.653982,6455251.435,7018069.252248,7630023.12436,8277708.075364,8941211.495808,9604281.37913,10179605.218846,10739315.545772,11285575.680974,11824382.798812,12359770.95899,12835784.959056,13307403.70535,13761045.42144,14177781.809694,14547534.4615,14823574.505152,15053161.952268,15285311.763432,15587250.494452,16005751.98048,16560606.529392,17234932.668288,17985109.597686,18745766.837976,19468255.32564,20137142.032,20765755.14096,21362967.41238,21946737.62615,22530486.91224,23109122.9889
Senegal,708855,741053.129586,783041.134372,827223.844258,873958.970088,923545.10482,978225.114768,1035986.844006,1096955.125868,1161241.327832,1228873.5,1300559.38758,1375865.579052,1453826.246292,1533012.983568,1612390.64448,1675463.0004,1737785.39793,1800754.310844,1866462.507054,1936558.6983,2008333.25,2084709.66348,2165663.43828,2250906.22666,2340201.99855,2428114.796016,2519955.091024,2615547.40802,2714639.66136,2816971.897,2913294.21948,3012329.04808,3113159.2656,3214585.9464,3315847.325,3416553.52665,3517146.5745,3619116.25185,3724584.27,3835140.0239,3952350.122682,4074969.613476,4202657.631336,4334720.749928,4470637.28868,4618295.764128,4770406.716174,4926970.265508,5088006.87117,5253498.75456,5433846.298488
Serbia,,2002595.98,2083741.632,2164122.576,2244248.16,2323683.88,2415584.464,2505613.44,2595005.88,2683242.42,2770951.68,2834710.704,2898613.728,2962222.704,3025921.536,3089258.64,3154797.624,3217848.816,3279184.236,3339168.768,3397268.52,3449619.25,3498585.6,3544536.84,3587380.78,3627508.64,3673905.504,3715648.844,3753606.984,3789180.906,3822812.98,3848268.214312,3894736.82801761,3942553.22253509,3981622.12022633,4004848.17436503,4008262.05822847,3996304.79814971,3972173.13109,3976400.305746,3982235.27426,3997183.807162,4017151.604158,4028462.826502,4040747.241882,4050233.78977,4058056.37457,4065257.00267,4071507.91853,4078641.20391,4085610.33388,4093679.19
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,11551,12336.1515648,13147.9299072,13978.6611536,14838.198128,15733.425,16709.5048064,17718.8047072,18761.035248,19835.3838048,20940.448,22212.35866304,23518.75474944,24853.694512,26208.23888512,27574.536,28461.67744,29331.344544,30178.467072,30999.336256,31791.704,32141.2158087168,32453.499707648,32733.2354953216,32987.1422447616,33222.808,33454.7760499712,33685.6763679744,33926.4023617536,34189.1865683968,34487.6,34909.5195654263,35405.1450164575,35977.4594249812,36629.940904911,37366.59784,38037.937256,38607.386994,39492.699864,40401.36122,40890.024,41121.50482,42588.234,42329.844,42375.3,42780.545,43933.626,44435.69481,45724.07348,46188.49882,46061.58375,46116.296
Sierra Leone,392123,398760.880282,418049.670116,437977.38838,458584.087,479906.61068,503612.46416,528169.468848,553568.48008,579778.678096,606790.782,635543.227968,665206.104448,695925.514128,727902.8652,761313.08352,790419.153342,820864.34928,852660.167128,885784.668384,920227.62855,956301.95822,993227.214834,1031780.238274,1073096.92363,1117772.42232,1159676.850912,1204799.867648,1249174.22022,1287253.294898,1315191.21144,1330783.15552,1336556.752368,1336493.05504,1336572.211872,1341660.61008,1352597.251814,1369021.268524,1394179.17933,1431836.96048,1484353.81105,1554300.9967,1640070.53721,1735378.11772,1831091.163572,1920324.48405,2002321.723584,2076720.750698,2145561.813732,2212692.587462,2281063.29536,2354361.109188
Singapore,1646000,1702000,1750000,1795000,1842000,1887000,1934000,1978000,2012000,2043000,2075000,2113000,2152000,2193000,2230000,2263000,2293000,2325000,2354000,2384000,2414000,2533000,2647000,2681000,2732000,2736000,2733000,2775000,2846000,2931000,3047000,3135100,3230700,3313500,3419000,3524500,3670700,3796000,3927200,3958700,4027900,4138000,4176000,4114800,4166700,4265800,4401400,4588600,4839400,4987600,5076700,5183700
Slovak Republic,1388542,1432703.397266,1478941.131728,1524886.201938,1572001.819752,1619143.23269,1669630.291028,1719618.054362,1768967.24231,1818929.098994,1863258.21711,1918549.30553,1982844.83214,2050451.15765,2120506.83191,2192167.79985,2267026.927324,2343257.491094,2419907.697,2497233.650314,2571476.8697,2615678.04888,2661671.386668,2706932.519368,2751630.926348,2796439.43168,2837861.14482,2877889.2968,2917493.6674,2956004.78376,2993563.72817,2996371.716588,2997832.711504,3009787.83173,3022163.295018,3031513.37463,3034670.105082,3037005.150814,3037803.729736,3037624.70676,3030238.9176,3017490.59833,3010388.6904,3003488.38417,2997856.49286,2993179.36563,2987767.908348,2983173.221052,2980435.022256,2979129.94482,2977540.48566,2980108.16
Slovenia,445562,463295.916006,479831.024588,497700.439858,516374.755776,535927.5252,557721.55152,579504.724944,600020.646552,618753.074724,638278.66564,661923.2013,686034.26416,710671.53522,733542.516,760012.01294,791957.575418,822481.309848,852611.147768,883142.251692,913486.79175,921845.86912,929549.42106,941283.70086,952030.24042,962665.6078,977870.4936,992898.224,998795.1176,1002567.4722,1006673.5118,1008256.060688,1007720.386512,1006261.947136,1006037.451784,1007193.61152,1007104.855296,1006291.849024,1004638.343904,1005895.61016,1009419.216,1009882.78524,1010006.05764,1009485.657526,1009002.295072,1009619.22306,1010799.20556,1014409.0233,1013952.74508,1021078.69809,1023451.58097,1024551.288
Solomon Islands,6861,7372.973132,7965.795936,8588.642482,9242.412032,9928.62045,10702.340182,11514.816414,12375.269352,13296.59305,14290.02752,14877.278262,15509.054638,16178.131068,16873.142172,17585.60875,18809.2158,20084.35476,21412.974144,22798.578558,24243.8936,25943.586416,27717.137876,29559.83972,31464.975304,33427.61246,35105.12467,36821.305866,38587.569878,40420.493384,42334.00779,44172.066024,46089.225822,48081.49632,50141.090934,52263.08256,54563.907042,56939.005508,59398.582932,61956.648632,64624.61652,68123.80952,71777.29377,75587.35784,79554.16709,83676.96855,88146.534,92787.03014,97592.011554,102551.34575,107656.5074,112994.932734
Somalia,487677,514672.9492,542377.549504,571271.905912,601463.895584,633054.84648,667477.268676,704703.7712,743300.664232,781021.71708,816681.49668,847588.79116,874521.02792,907810.7692,962684.53554,1050000.24558,1164209.40526,1311276.14376,1471336.72686,1615457.1015,1722356.68407,1782954.387122,1802995.289676,1796281.810272,1785070.45047,1786125.21997,1808803.724496,1844650.408128,1887730.867552,1927686.47358,1957205.26842,1976274.399006,1986884.25024,1996194.58062,2014753.387248,2050386.03225,2107177.545276,2182161.366168,2270726.39508,2365284.87712,2459956.50151,2554813.80832,2649976.892988,2745377.45834,2841626.228826,2939326.4244,3041695.187426,3145070.565188,3251039.56524,3361867.807936,3479388.86008,3608713.472292
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,8106536,8390673.6499968,8652051.0345696,8899302.9710464,9137255.4484992,9370223.36,9599246.4661472,9830232.1569024,10065913.8084736,10308481.2025088,10559573.83,10819529.7743597,11084192.6860045,11352233.5519117,11622974.6225293,11896393.52,12172196.9088964,12447422.4354561,12729250.2145868,13029052.1930684,13353678,13735830.8019732,14139358.1627625,14562740.5866276,15003329.5965592,15457326.5136,16030129.9900896,16610787.1486426,17191752.6095603,17764012.3528397,18317024,18874511.6489544,19452182.2078078,20050879.3954546,20671485.4805926,21314923.2,21986935.7430713,22692683.4334998,23434073.5804793,24213137.6257084,25032040,25762022.10632,26335090.09404,26890527.6514,27430952.33693,27967924.79064,28502057.09444,29037371.72504,29583209.2386,30128693.232,30767645.498,31357111.888076
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,17237618,17677896.761,18133591.754124,18588207.708336,19071660.67681,19580951.05176,20089831.6262,20649739.57354,21236777.35956,21765444.40644,22330439.98178,22821030.331032,23272350.54414,23730340.715612,24208542.702968,24718725.3825,25234444.416306,25770944.5488,26364358.005084,26838824.590596,27251499.18615,27578458.410328,27834310.54873,28074652.878186,28298661.48315,28511756.66021,28686144.508502,28844937.93924,28996544.835342,29141473.427682,29274191.27685,29380291.25148,29516853.37985,29648348.676,29767902.25085,29877415.61552,29978629.059192,30089917.043992,30227604.303568,30416150.372544,30705533.78592,31090008.093032,31579409.425848,32144128.478588,32707469.076948,33286809.66243,33889191.181616,34527257.30419,35101043.623728,35426468.366356,35605489.22764,35799113.21
Sri Lanka,1590435,1695005.6,1765806.87,1814601.36,1895704.61,1967766.64,2059431.804,2151151.836,2249555.296,2344591.728,2441981.96,2475539.82,2508100.776,2552142.814,2588945.328,2629425.68,2653169.574,2677059.188,2704699.14,2738073.456,2769339.13,2764511.4,2805333.56,2821619.34,2830852.29,2849025.28,2874960.29,2893109.1,2906982.87,2920147,2926409.85,2943540.024,2944192.404,2954575.656,2968438.938,2981558.4,2987631.168,2998286.368,3005702.976,3021366.912,3000733.18,2930941.022,2928251.802,2944934.454,2962554.79,2971547.88,3000504.084,3024406.114,3047793.618,3079401.9,3106417.73,3156728.416
Sudan,1250107,963058.397924,1035071.168592,1110194.855286,1188599.56828,1270521.9245,1366280.27162,1466501.99306,1571927.05957,1683562.33658,1802344.20639,1912728.13977,2030472.11988,2155450.01575,2287266.68835,2425505.66776,2532891.579406,2644652.192238,2761427.775872,2884141.537238,3013241.56563,3210592.754996,3418471.505166,3634372.074672,3854333.636306,4075622.08679,4398298.240112,4733200.827226,5083571.839248,5455194.511328,5852754.2803,6211611.708576,6621014.603088,7059633.157472,7499901.168492,7909350.8508,8122867.023586,8331088.779356,8536858.448148,8743187.220272,8954446.65585,9171364.69916,9391151.6433,9615024.50564,9845361.71072,10082729.6388,10307028.887496,10503222.060672,10689849.112464,10886721.139152,11117427.26508,11405783.89152
Suriname,137170,140873.269056,144654.502104,148464.271418,152400.090816,156494.68473,160151.305824,163899.329034,167310.204264,169819.834866,171063.02556,174383.59099,176472.677472,177744.439404,178853.194016,180313.02093,183783.196272,187720.798778,192050.790568,196578.174438,201161.95,203580.82328,206142.227456,208997.828144,212362.193888,216379.00264,221104.311696,226494.334304,232338.73382,238332.027,244239.7914,249931.128584,255496.807184,261002.47296,266575.499192,272310.5056,278148.785824,284097.913056,290172.520528,296388.285384,302749.631,309206.307858,315800.101152,322433.9272,328974.601392,335320.85746,341282.814612,347024.095088,352610.063072,358145.759286,363709.15336,369126.80937
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,13616,15832.574028,18082.60783,20421.140864,22863.710106,25427.45182,28629.292608,31997.61516,35547.731312,39296.119544,43258.58175,48451.334928,53951.074056,59770.97664,65919.345978,72404.04096,78766.732248,85488.231312,92560.255128,99959.803752,107680.0871,115803.982096,124227.001836,133166.909312,142955.972284,153849.46008,161865.7614,170752.554024,180077.18256,189209.886768,197683.89876,203549.43112,208549.40312,213002.4864,217401.8008,222088.45368,226130.58512,230401.60416,229876.76686,229350.2208,228821.96106,227660.199896,226495.062004,225326.53872,224154.400776,222978.863,222048.49368,221117.30952,222403.38332,223686.58924,224991.65896,227230.636584
Sweden,5423001,5519919.171936,5619499.984432,5720705.537088,5833569.453512,5959397.76768,6078494.889252,6187907.429432,6285731.214844,6393453.483648,6517403.36234,6589873.522488,6636926.2652,6675974.176992,6723052.20414,6777603.1301,6808167.920004,6838282.24112,6864129.385758,6885046.553768,6904970.89197,6913472.660688,6917644.182486,6920993.313284,6927502.00327,6939170.766,6955327.899,6978575.124,7010722.359,7057653.084,7112391.885,7173516.584,7228266.399032,7282997.619984,7347657.17004,7399093.34736,7414449.926712,7422270.628976,7429967.826248,7439338.626144,7454878.30834,7480132.38216,7509745.259856,7542990.066122,7577985.194724,7613644.81468,7669975.67532,7740548.268696,7814674.956844,7895238.90729,7976658.85056,8054504.274
Switzerland,2734617,2807280.200284,2915004.91633,3014409.088366,3101717.842472,3175203.42424,3245858.392944,3324086.53159,3404448.700264,3481650.983286,3545845.51736,3564515.165118,3591810.281904,3618436.671042,3637987.95164,3636409.79208,3612091.09248,3596286.1737,3593028.50124,3596663.10465,3607370.86272,3730426.012808,3856157.937296,3977046.075708,4096046.97652,4219325.0165,4345067.029952,4476826.323576,4615000.970384,4758471.125504,4914685.42496,4981854.282184,5042501.963424,5094101.91606,5140383.37464,5180396.68086,5199705.0058,5208616.216936,5220475.574244,5241774.804412,5267635.785,5303025.61046,5345260.36128,5387046.90403,5426201.6375,5463081.56555,5500182.582488,5552291.023398,5626057.9998,5699599.004958,5763022.54614,5828233.886
Syria,1700442,1764469.7325,1854339.353432,1948573.080784,2047558.427784,2151637.49722,2262020.917798,2377889.042712,2499429.07086,2626816.228532,2760216.96865,2878587.537552,3002034.43316,3130344.476306,3263171.449212,3400365.69479,3540520.193408,3685013.59401,3835249.987264,3993160.35712,4160068.10444,4328146.59174,4504716.129716,4688021.965962,4875501.649152,5065235.67472,5253257.3424,5442865.6268,5634795.0513,5830327.68102,6030313.19996,6239204.613048,6453357.088846,6670321.006052,6886639.490206,7100302.9752,7328037.552018,7553204.575168,7784055.519752,8032218.096072,8305563.75698,8608262.897492,8936302.683252,9278255.310544,9617406.355926,9941315.33526,10215273.17179,10496269.43082,10784477.44592,11080074.0304,11383240.62857,11673656.893346
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,691390,725119.841984,762471.202368,802000.988064,842531.735328,883191.53936,922233.131632,961192.86048,1000668.670888,1041608.260608,1084707.90876,1111672.57344,1139644.5674,1168043.8248,1196054.46044,1223145.5664,1249829.494308,1275808.162112,1301601.887266,1327935.511656,1355338.21699,1385166.712722,1415766.034354,1447682.779044,1481597.767926,1517771.3271,1551650.202984,1587092.249668,1621873.527536,1653115.90419,1678871.86016,1685339.67313,1685818.078576,1681782.160268,1675292.12254,1667763.41308,1664276.25266,1659953.98701,1654175.12468,1646015.8662,1634991.39009,1650102.338598,1663463.922142,1676202.905928,1689850.47472,1705526.7996,1725322.017888,1747359.404524,1771324.877856,1796635.10862,1822838.805,1852661.42732
Tanzania,523790,560447.247672,593967.538248,629116.744244,665933.66298,704474.9505,769767.719376,838449.4164,910825.847232,987296.142124,1068227.14596,1195297.60384,1330035.533552,1472583.078392,1622882.034848,1780906.7654,1950575.13171,2128705.716392,2315809.6313,2512588.709004,2719716.58895,2891675.989268,3072067.968258,3260895.18672,3457974.7196,3663302.7843,3872163.041792,4089054.23828,4316059.900776,4556150.660824,4811450.39436,5059810.490738,5322909.608952,5596509.32017,5874228.238976,6151340.86476,6432509.63511,6713206.0703,6996795.041446,7288733.89119,7593573.33749,7921147.512488,8263761.431268,8622731.607028,8999112.337684,9394001.32608,9824960.633246,10278052.52358,10754669.726814,11256193.642608,11783825.78054,12359932.400064
Thailand,5445488,5568508.057154,5771934.034872,5983164.592206,6202159.938296,6428810.56203,6670537.049624,6919689.994932,7176231.117846,7440173.70922,7711257.27933,8156821.670136,8618419.722986,9093762.017208,9579567.69796,10073140.40278,10587199.341784,11108120.936048,11636472.526094,12173724.826164,12721074.88613,13109380.459702,13498574.924394,13891420.464392,14291805.113768,14701737.86985,15127583.221296,15563876.781078,15997873.854024,16411684.997286,16792882.34592,17079377.778936,17330843.220912,17563334.177304,17800444.78464,18059681.53332,18348233.859822,18659621.007456,18989054.869446,19327705.863744,19668370.68147,20040349.825254,20415659.754282,20788924.750986,21153459.481962,21504257.90403,21890927.711604,22262049.429066,22620186.227808,22969968.119284,23314929.5282,23713057.18472
Timor-Leste,50551,52596.085566,54854.244684,57200.822888,59641.081668,62178.22393,65073.39356,68020.66728,71082.093952,74352.807992,77880.66452,82026.546524,86513.31192,90882.430802,94457.46706,96746.04466,97621.69912,97026.24766,95737.01161,94978.2712,95717.93481,98650.27836,103382.15105,109461.79657,116052.42411,122487.21298,128771.159724,134823.824276,140905.137744,147484.575486,154886.2809,162510.219668,170979.992468,179478.430652,186817.479772,192173.78278,194999.95944,195638.751296,195552.341538,196930.876392,201404.49407,209945.477808,221934.163902,236120.436368,250485.855984,256399,268379.98184,280670.7696,293278.02488,306201.98464,319443.5592,333298.48248
Togo,158206,176392.331388,193552.00118,211463.635356,231285.631996,254081.3795,285941.91712,322193.95928,362113.8704,404016.41366,446299.6944,467915.90149,488149.708176,507362.677076,526291.550696,545582.12623,565590.98904,585879.458274,607297.451606,630974.098412,657742.72623,688965.242628,723604.73493,760984.764696,799991.622738,839711.67774,880986.394618,923164.651136,965560.231848,1007319.91186,1047932.36801,1087304.7255,1125194.951214,1163741.92086,1206064.741672,1254450.3186,1310828.285052,1373776.676442,1441234.405326,1509941.698164,1577398.36128,1643489.050892,1708129.889258,1772041.829976,1836585.483262,1902820.2814,1971666.577768,2042032.751262,2113964.178106,2187429.608606,2262413.42334,2340059.9026
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,12031,11436.027774,12145.438156,12917.125202,13712.666768,14500.23636,15078.356042,15631.307358,16147.673328,16616.742226,17031.57003,17289.17406,17482.67709,17637.34014,17790.15042,17966.31591,18297.017008,18657.34502,19026.480288,19372.644552,19673.00846,19975.123224,20232.993308,20461.991584,20684.790708,20919.44992,21044.961728,21183.830208,21329.673504,21471.937584,21602.856,21668.5448,21726.59168,21783.348,21848.16912,21928.17648,22022.727456,22132.578832,22256.412048,22391.982144,22536.8022,22689.461256,22850.734676,23019.036502,23192.541504,23369.4153,23565.049984,23764.034108,23960.32948,24146.220826,24316.27344,24524.290958
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,145840,143416.419454,139998.273238,136056.154674,132048.470554,128250.98934,125691.99552,123292.130012,120849.845972,118107.082242,114919.06408,115123.657608,115056.815712,114850.388128,114687.8452,114699.92524,114888.756906,115223.712696,115712.3696,116351.87872,117124.866,116396.614566,115730.965926,114977.298204,113952.826716,112547.37795,111206.266128,109523.949084,107620.060608,105653.854972,103730.25796,107139.975228,110657.774076,114246.12612,117837.132,121376.04546,125162.000342,128903.08944,132606.546456,136289.933868,139968.64314,143843.461496,147710.653936,151587.12816,155494.815324,159451.09092,163552.255152,167708.113376,171906.47808,176125.452804,180346.5546,184606.1266
Tunisia,1582763,1623416.3557632,1670546.1699744,1723138.9791616,1779775.4982528,1839221.2,1915060.5955712,1992478.9135104,2070869.2801856,2149856.6706048,2229322.14,2307378.88202447,2389032.33873023,2475874.62979573,2569237.97934222,2670162.68,2766899.91530667,2873016.01521843,2987056.7498481,3106154.27703926,3228324.96,3357762.17567758,3490895.84301312,3627336.98618594,3745580.29217152,3908905.74236055,4095502.93845604,4263638.38201396,4424090.93017796,4546372.3412224,4725148.624,4878757.3912,5039366.9228,5199876.8472,5356977.5336,5506533.55,5623149.9808,5737000.98,5847200.4504,5961037.1836,6066319.32,6168970.8032,6271215.2176,6341711.7408,6435082.7712,6531687.12,6615746.838,6699076.516,6787120.19,6880113.984,6972744.118,7078245.0796
Turkey,8893395,9262782.806658,9660491.398818,10066591.611258,10479218.42772,10897191.91773,11403948.887496,11919857.147404,12448066.033992,12993292.298442,13559380.69864,14101193.897264,14664112.877664,15246841.70124,15846762.040252,16462159.52106,16997656.968792,17544387.092892,18107474.464896,18694191.632144,19309263.5648,20540291.321088,21827274.212744,23160929.819456,24525828.190776,25909117.9424,27111219.50862,28319058.431,29537874.71999,30777727.97304,32046742.56404,32924031.2856,33815070.32439,34719960.6854,35638018.29147,36568485.89827,37476435.269748,38396879.745334,39326255.292212,40259567.987184,41193314.13742,42058111.41154,42920249.46865,43784689.17433,44658775.07267,45547586.95426,46666370.753676,47804631.025476,48957657.88678,50118336.874536,51280931.32275,52585593.666024
Turkmenistan,739384,768157.060636,798015.880908,828748.405856,859840.489392,890927.1,921438.6136,951769.777192,982260.060804,1013434.179982,1045664.8222,1075185.466644,1105506.12756,1136380.452018,1167442.568448,1198437.35114,1228019.157204,1257568.421544,1287154.044176,1316892.00735,1346901.58,1373556.977568,1400414.84602,1427719.033656,1455769.598568,1484794.46024,1515867.999522,1547656.568388,1580737.549152,1615863.164016,1653351,1698266.7018,1745435.992098,1792626.215688,1836845.323024,1875977.1994,1921220.14882,1961671.704256,1998337.543622,2032907.600884,2066736.50547,2100171.4518,2132925.12131,2165648.11728,2199075.14991,2233763.29272,2272253.207788,2312459.431304,2354200.082192,2397094.588672,2440829.7795,2488405.392216
