Merchandise trade (% of GDP),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Indonesia,,,,,,,,21.9735006658128,19.3749775820908,18.578337384961,21.8448461587957,23.725982480817,28.769286279786,34.5934268790064,41.3839415301248,36.9286342964787,36.1570790212353,35.2988870119034,33.7643127513856,41.3501750491955,41.9710990780608,38.4238235152437,41.3365700098232,43.9315340596884,40.8435152905919,33.0345452941853,33.4658754989053,39.5445162290915,36.8452254723672,38.0502929790843,41.5218509801086,42.9210099758718,44.025763468867,41.2330225239813,40.7242496149918,42.5697000070944,40.7895210691941,49.8737294231303,89.7370299392343,60.4022736020055,66.0509825423146,59.144160357551,49.8342509945098,45.279587109647,48.9194536171871,56.8543317822013,50.4355439862096,48.7695134355948,52.2408324681414,38.863051225355,40.9810519844065,
Iran,,,,,,35.1629168864315,33.4132215086505,41.0556228686066,38.6473634784571,38.2544630261536,38.3909131553142,43.147636371971,25.7440460594348,23.5046788857499,31.2070544294424,37.4037699960794,34.3078329671773,31.1239775511082,30.2737858038048,20.9453872819459,27.3030481439907,27.320186856499,26.6665645789928,27.0522107884361,21.2043838287209,15.1224854935212,8.90049894206296,16.8053784880973,17.3361900717912,24.4510927042439,34.150894018674,,,65.7482301214764,49.4695106880012,35.497279753833,34.9677104229232,30.9376977245499,26.7294907860981,29.0972216712993,42.0954359121641,36.7278175125754,38.7018359981848,43.2376764626813,45.1354187238143,50.1487018861612,52.846248231919,46.7300446612278,50.5841010475101,39.1517032454978,,
Iraq,50.8931927646528,50.7240096324886,46.9197828645465,47.7707152162369,46.5337058140015,45.6046991422151,45.345470657748,39.0656367289803,38.5713432325461,38.2218061463308,37.7286921808681,44.3956045038737,33.8493627566264,43.9490803675266,69.0357075242015,77.7344023087044,65.7377881634342,58.0799242072,55.1368729049394,72.4412004400012,84.5630470217901,95.9642409274642,86.4246377191429,58.5437800696525,51.7649981564989,51.5332944422412,48.0026163537173,43.5332130112737,49.6374000352928,55.428855485674,,,,,,,,85.0317993764138,94.5673426146284,109.796019986129,131.44162008276,137.261669744739,116.164864887434,,151.861266977658,150.809637895283,111.474710457962,110.166682226205,108.948601781158,121.069754795835,116.006861968033,
Ireland,54.6910594285485,59.2582721114782,55.508225511895,57.858099243432,55.0363289423605,56.3288069490732,55.6475792847669,56.0974808908705,60.1722790136779,60.9144939651329,64.2974614994023,63.705705815081,60.5391423394879,67.8279974270306,84.5236766792644,75.8087746325938,81.988995670902,89.8613484597002,90.2120007984644,95.8596009569804,92.7191929104006,91.2412802443104,85.3206474892543,88.1629451252667,99.0870977209233,98.8122796757839,87.2058410728679,90.1254583860056,93.6276904228447,100.111202269912,92.9011133226483,93.2096840256221,93.7116129711361,98.6819948548783,107.672150951097,114.929975076239,111.725470934751,112.255426516529,122.021683317002,122.388754394509,131.715107943812,126.195712856276,113.807092803967,92.1570305791162,89.1175507149094,87.6734264717842,81.2995931932963,79.0004313598428,79.5300169007678,80.0682471960659,85.5873181927234,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,24.689289203501,23.6796898046319,35.2120553190812,34.2594058408045,35.581111891516,34.588601214193,33.5677268125516,33.8758242988556,49.1645413572647,52.1452097330673,53.2006667103834,59.5879310803056,50.4642704458498,61.5548680747335,57.7835582739991,64.3439127773871,64.7950775576221,64.3781050114198,83.2376080126066,74.9383174000397,70.345815417765,68.5668715787955,60.6770631189866,53.5146034046124,60.0013044849908,68.122667013967,60.468439961502,64.2738153314216,56.4333570185619,56.9935638750988,55.0063266772153,52.0007608610385,50.7516842745123,56.8034419951332,56.4097481856431,50.6158239176843,49.5681038457495,49.1595770930866,47.6263790171943,53.2174926350592,55.3831112378106,52.4113675780118,57.3965595607187,57.2623198725762,64.2385837012542,66.9750385394191,66.5939314303301,67.7467285403274,63.826006920043,49.7528668855804,55.0317531106673,
Italy,20.776947111254,20.972839179634,21.3083975758033,21.9106518640558,20.9195294999372,21.442182781327,22.5766469989755,22.8444314542016,23.2770986240953,24.9249414021839,25.792193021289,25.8690382834219,27.0995939790336,29.5853977846517,37.2139161451766,33.5092677117927,37.4896277751431,37.6311143906774,37.0892261048476,39.5800377879371,38.8937147586319,41.2869620574089,39.138770217035,35.7689204886142,37.8588664106389,37.7340096466316,31.8604560795052,31.2217133140806,31.0120749517082,32.809876624036,31.0808141325598,29.461591148891,28.8222036660017,30.926098456051,34.0416350404942,38.8555940600991,36.3686576649547,37.587647913994,37.9122586637364,37.7593020592715,43.4121620882932,42.7790986347898,40.9281058011178,39.4091100162499,40.8570254019867,42.4304742713802,45.8856364595219,47.5532639591824,47.8768241661632,38.7558730087333,45.1899226435873,
Jamaica,53.7378277232805,51.2963542981991,52.0035511604025,51.704070624473,56.301753539209,51.7875886749528,50.622765681544,50.1096529808215,55.7294899645609,57.9310010962362,61.7351298906362,57.8954987559498,54.8538428264005,55.9697119652601,64.8348896251581,65.8220823946821,52.0162405339044,50.1044515489747,65.7064731598839,74.7093627594084,76.8088311553685,82.1408872939503,65.2194446903041,61.1174273580854,79.7534678139045,79.8480543791792,56.669880104267,59.1419447108778,59.3207062818364,63.9963600356424,67.2007857188847,71.3067009803276,77.0198464783488,65.4847464314111,69.5809597577224,73.0200474588423,66.6125074108808,60.4212848349561,49.7245907554547,46.8694671876208,51.3951637382156,50.3047063139626,48.0216072863564,51.2626801925799,52.7084811405313,56.2329201719269,63.3782236654401,70.9414145632849,76.5473571832797,50.7383598671769,45.8321032163814,
Japan,19.2876156206583,18.7742468866041,17.3780886206615,17.5372340015443,17.8724618765573,18.274325618766,18.2706073653637,17.8577833533805,17.7071692072043,18.0094911119992,18.5436214533349,18.784292308711,17.1842606061247,18.0120223181314,25.266974883077,22.4966726031797,23.2773593319171,21.8068244074743,18.138412083365,20.752497401882,25.3723417106087,24.8659693611861,24.5257579548945,22.7799624860599,23.9796868354441,22.5524239230318,16.74066750098,15.6133024072889,15.2214410033122,16.2698015778712,17.1007999626226,15.8341893068238,15.0978334125722,13.8819836709379,14.0665634706336,14.7975253285619,16.3714751402442,17.8258837112458,17.329690369384,16.6548219322603,18.3989183043238,18.3759708941599,19.2408250721232,20.2111001408339,22.1501198569056,24.4015466990846,28.0977386243973,30.5296371558697,31.6391376810064,22.5055388301058,26.8168982060289,
Jordan,,,,,,30.8034670366013,33.4293750738723,29.4011642427305,35.3717706357285,33.0244523123397,34.1563183910683,36.3666536878613,40.7471627071378,42.74184225495,53.6899054643505,64.9312749052535,73.5594637524662,79.3598700304553,70.645063839343,72.4400746801223,75.1185969668728,87.6626852242564,82.7198908941274,71.7938242467326,68.6114989401433,68.7985966735967,51.1944162506933,55.7815249479308,62.0018235294118,78.3105353062687,91.1382066484278,86.756698819656,84.167584873143,85.3583978225208,77.0369434945908,81.2491582640707,88.1721595689347,81.9255046254348,71.1386891499724,68.0730176354754,76.7495533044108,79.7733748437571,81.8636263084846,86.5386449875656,105.705201989499,117.561722788167,107.076500211142,109.238334258937,109.850585671794,82.1417919708208,81.3476462910354,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9610906539342,44.4530455885246,48.2615987837833,48.7143963507895,43.5865960367125,56.4702937853645,75.727132647379,68.0955703019916,65.9762342863435,69.195085118951,76.1831871631966,79.1300674973571,76.4494386342755,76.7842896936714,81.7293700289328,62.0994497063586,59.6922378369488,
Kenya,38.9755416810166,39.0436093895002,36.9307437299017,46.4153827483591,46.9302244203808,51.1223692487007,52.0077087078975,46.9786648614266,44.910222383514,43.3330306767783,46.6070804246848,49.1466644928677,42.4462035317566,43.7677490046681,54.8317368379372,47.5947261370018,50.6252550859246,55.0792407742352,51.5323424382724,43.7338677525534,46.3847882995812,44.8902823464912,41.4360727311033,36.9614296375776,41.1859862890593,39.0217469021422,38.8581784298,34.0743009458979,36.4555493527343,37.6946540238762,37.8787250350555,37.3277819624257,38.6827521394969,54.7308204167172,51.4539220312548,53.822920066715,41.6409420404114,40.6534766648484,36.9326306446036,35.5069956353629,38.128545063888,39.5487017028663,40.7710290494344,41.1746545536154,44.9594974374749,49.4509591488822,47.7044884343676,47.9868811389926,52.8479923858003,47.9570553563083,53.5462514095486,
Kiribati,,,,,,,,,,,,,,,,,,,,,153.925732686585,61.4186566286319,53.9461714715639,57.7594123048669,101.233036179273,89.2237308146399,77.7723624784742,83.5962422078492,87.5422419252692,94.7265917602996,104.797436059449,66.6983414388404,84.0534757070165,64.264023669868,56.2985355426444,74.1567981659547,63.9164715440007,65.5946418291148,57.4288025181545,69.8270929237799,63.8664036361386,70.9786226392962,71.7153433275404,58.2309469446492,60.4049408804433,71.9289960694087,63.5787740336412,62.5133368000376,64.1477436045583,69.5853103381494,73.4243559959165,
"Korea, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",9.66121746666263,15.1459930874455,17.4075181430433,16.7454897429117,15.5443462889923,21.0762517261284,25.4069599303289,28.0049082668211,32.2399903707005,32.7461308916957,31.6863562357538,35.1322012339542,38.6285789136774,54.4936467654393,58.8371058282012,56.941450592619,55.7947499038764,54.9988614263223,54.1689742408445,53.9887747030591,62.3551413930146,66.3208348211626,60.489491184747,59.9191088651308,64.2370550886375,63.5667251082843,59.5657489580605,63.068909315726,60.020855500815,53.7338084889841,51.1265223567524,49.7736682410982,48.0187292399119,45.8491053150334,46.8457684000562,50.3128753350047,50.2209648360977,54.384907402204,65.3080000363559,59.1464777612674,62.3843202461392,57.7774899372934,54.6242764589115,57.8853326227911,66.2499159274232,64.5852637883244,66.7015854105414,69.4157495438522,92.042084012128,82.3223978210096,87.8867145002325,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,,,74.5266168055454,76.7986765055312,75.9416091993048,79.1856157010961,75.4918365761882,59.5792775894968,57.8146942702848,59.3189269296109,80.6781973489775,75.35717385373,75.3757208964884,89.9370645963447,96.2387119636605,96.2576846294239,100.309373410117,103.269218570389,96.9146571032382,95.3786359517853,91.4596164099327,91.8747726893506,88.7327425258618,90.4457200889574,85.3406868426716,76.9002263230681,73.1680484228298,61.501106345156,66.7171856729186,73.0900081457361,59.7684629079553,53.1246468449013,69.6525974315485,72.1929608105239,72.265975912089,75.6665060536774,73.8641805672857,74.0351874241906,70.0411228244343,65.6720325348024,70.5047773320611,68.9924510680964,63.8981799198904,66.1398349276954,69.3626259690586,75.0881434493282,72.1325007193756,73.2673548509868,75.4769373485134,66.0296110931428,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0242279020234,56.049947042756,73.4855337552833,74.2704174908834,82.3833453281609,84.3833195460014,77.3166547497823,61.8314636460472,66.7770843414048,67.6754221169369,75.0519329839638,72.1174518727601,99.5776931478971,108.077014715531,115.331686524792,100.494038243162,107.944585804143,
Laos,,,,,,,,,,,,,,,,,,,,,,,,,11.7235775773764,10.4366199440936,13.5633891192741,25.5685536630208,42.7406593373842,34.7316168758918,30.5004903022752,25.9705408190917,35.7330668629181,50.687304230859,56.0376019534595,51.0338233693327,54.0649731974456,60.9612338360539,72.0993572902791,57.4795370675553,49.8514478903728,46.9168301723369,40.8562038269867,37.117870622148,42.9205968815235,52.7941361129852,55.6357926150165,46.7066644582903,45.5751336480224,41.416152737966,46.5985691463056,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0637030404394,59.5906605374439,67.4091788303371,71.5772440989082,75.5634271951626,64.1682632286634,64.7263000670971,66.2445376780944,67.9689901131633,72.6468813085611,80.6933864400345,86.3891314151711,88.766329296282,82.1471613211718,78.0734278529964,67.6011414904986,87.8046039835688,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5473608278691,100.147214453605,106.500459796301,96.2822096729413,85.8648959313951,69.9776790698864,66.7039812435909,69.0685327018587,62.7820576131822,51.4669134020619,44.8305185640614,39.583564259101,40.2366929285165,48.0063423159319,40.7158665835411,45.4515606936416,54.1923463329984,54.7558033682294,55.5340788151126,63.1567190850608,70.5062520674826,59.4450179490577,60.1980864154357,
Lesotho,60.7041127768606,67.1996228835162,59.6986616335585,57.3746780199664,57.7355250515385,56.6099989414216,67.3483572591382,66.044914427644,62.13052515398,61.0770014045802,55.2467305351421,56.6736298225032,78.7826028536821,83.0657766658543,89.1035496525067,117.950247451367,155.081362999516,128.285408198656,117.363225837388,128.424853476393,120.98720374472,130.432549048596,139.607236649769,123.432248402031,128.593947329922,126.247916048948,117.576177419098,141.674632059493,153.68622158579,152.230497957015,135.729583485334,146.907660102725,142.335238171319,142.093174903435,138.442773927701,155.597498580585,164.932908899246,159.493041305055,141.854114425004,132.538720093633,137.966543940726,149.020181493774,183.675037559497,168.5626087176,174.041808073023,150.589375686137,153.515925825315,156.96199934201,177.570417009698,155.776306431307,138.573366400125,
Liberia,79.7918491030304,83.1879157819025,104.241694626374,94.3916308564463,100.384745503577,96.4906604116703,100.384747358969,100.943282272904,92.3718782706981,94.1404285083419,104.38309909613,103.249102697191,106.194794774015,122.916636710194,130.423264744244,116.970330464384,132.058614420478,122.227352342274,122.240972842955,114.526623639994,117.870583099818,104.601815925173,92.3772305145128,92.3094371443376,87.2478671525564,77.0074718467528,72.4281383339015,70.9292763157895,64.3359317550324,137.98803965965,374.089490114464,210.057471264368,431.767337807606,529.925187032419,573.373676248109,986.646884272997,743.412797992472,351.470091247043,248.887644314559,223.856939841949,177.750040699411,65.6721876987052,63.3470382731169,67.9180881481825,95.7826094961415,83.2138800889222,102.065886310932,95.1923147043322,125.316424928455,79.6416353736513,94.3900664845555,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2140301771533,51.8742803696693,44.5804545749921,46.1219049507072,50.6875964282131,56.2498990168539,56.576,51.3958909746272,44.4929073143933,39.7088348185869,50.4829379949889,54.2252829727844,71.5584523809524,78.8654545454546,80.0847926267281,85.0840909090909,81.9713350856195,74.7918994520548,77.3904243033609,75.2894717389703,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9433613449532,80.3932166600508,93.9287494363088,93.8422502394187,84.4584838347084,71.4495676248419,81.04633468017,89.9399427183887,93.0813847742435,91.1669864851105,96.1732771586201,105.364134531622,111.387234630481,106.271397672974,115.855096360696,94.3330115548263,121.834365222806,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6611066540037,96.9725833284888,109.362969899218,101.267222465042,101.041741132289,106.467507990077,108.048128305629,116.268444942771,97.3573078263472,98.5285530162644,87.8383699310039,81.737940105918,
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,141.045695191822,146.569051548604,144.416117843002,137.798662331464,139.890603730149,141.151356297449,133.820589383604,125.987982948866,108.354662293901,101.502292450391,81.5072801095813,72.1939871171186,65.8936641706316,61.5638130589103,60.2848988022779,63.375031602525,66.2089403865327,71.6584552179011,84.6344858639804,78.9724803760704,76.8551771023762,73.6197786483747,67.5549289201179,59.4967106731363,53.6570459065867,47.6501269779719,38.0558094829955,26.8120023962518,23.2450677040614,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.815107437185,88.3853993920608,76.0069381409665,65.6946122710596,62.7295279854115,80.7429161987583,90.3377477661802,80.7723180437506,95.2637445348245,82.9802747450903,82.0479639035583,77.2323135217875,83.5630857660885,88.0248592497927,93.9512375098088,106.360765581976,110.567953818554,83.0469917250134,95.2450207457515,
Madagascar,27.7004695341066,25.8821259207635,29.2145391812797,27.6041432451453,28.3234098378388,27.5987724934162,27.0469478984646,26.0896061844011,27.735279245283,27.810796700553,28.3606571719128,30.151592106229,27.7548026618635,24.5563968385626,27.3916115136033,29.2096979165049,25.6803679371771,29.0733532086567,31.1271150747805,29.8878727559735,24.7646986706073,23.9513120730375,20.5608614915546,18.510628374087,23.8142080031242,23.6543326642154,20.5020259611868,24.6727402369699,25.9575776751465,26.3410858605339,31.4791629144437,29.4374606024764,26.3855238848474,25.1871191409512,33.4564042596611,35.9193892365351,28.486385927215,34.1259680919966,32.9265834330854,35.6699324245419,49.543885371106,45.1676875451547,25.3052171715392,39.467161243918,61.2218247162123,50.8272244136587,50.5674963629657,52.7443558149686,54.184063046107,50.1004682567697,42.8872349181092,
Malawi,39.8870498658865,37.8049808018859,37.6801728655439,36.6837499076972,47.1202168538363,50.7060497770519,45.5970492328367,46.9898892874117,49.7847561656991,52.2068626306073,58.0461656745629,49.1046958508051,51.3946471900068,53.5488143058661,56.1792180666557,64.1792889079081,55.5374137533062,53.9170770979845,55.1584963556894,59.6989523913442,59.3056786441353,51.8710042457609,46.0133232133237,44.1454710940827,48.4261067518356,47.2003400837724,42.9172269495972,48.3486763696566,50.2926162083584,48.4214591965875,52.7439230784671,53.187190882143,62.849847267248,41.8226904181733,70.9933266313046,62.9714840576743,48.4429410976177,49.4865819294205,54.0390654155271,63.4036962322645,52.2510234059192,58.957085094106,41.3552399681986,54.0745991681381,53.9287544513217,60.7522380549138,56.1218848757939,60.348459754423,61.6175519779324,60.9190094477899,58.6884778471836,
Malaysia,85.9015740618332,81.6289662008849,81.1076427190451,78.6734255774459,74.2049821603446,73.1549184555591,69.5741712269981,65.4942442552233,68.367237665836,69.8372131022809,72.1901246348297,68.4727694136175,62.1285907404604,67.4724573788569,82.6659018651025,74.909311496112,77.5838849092874,76.0008458661986,79.9196319621209,87.6148726877213,95.3521152612543,91.6858373575198,89.5146173009625,89.066873814775,88.6973725142546,87.318351808697,87.0159344135168,95.2094020304551,106.773435011089,122.395766385495,133.358536848941,144.497117790884,136.30641275168,138.697604435373,159.026184486852,170.663981139052,155.421146226594,157.504057839503,182.367071839726,188.785820330589,192.12336665722,174.460135175379,172.468731488754,170.600020393105,185.807591130012,185.284212815548,186.351019642572,173.036870542966,160.009210770883,145.799899359704,152.87589269853,
Maldives,,,,,,,,,,,,,,,,,,,,,87.1334996880848,89.3226855959775,110.564445737562,121.044885945548,64.8380829015544,59.769605671245,49.3297851369998,79.2813819577735,77.1007835720076,83.361736897397,100.423543157587,97.0268975975736,89.2037928858481,75.6127381323068,83.5748951438893,88.4761333872788,84.8035049990568,86.3104344649534,83.2499531303187,83.7502891021274,79.7149432984094,63.8008684027814,64.3014205826211,66.8129274507174,77.7135975915705,92.539216155429,89.8167971486886,87.6663994579974,95.9910602039391,65.2369354701257,67.8567726775912,
Mali,,,,,,,,16.3908417395896,13.0524411158183,16.458881377144,22.2362759408525,21.3905365434926,21.4107318675811,29.8037902744823,45.2800969365715,27.64428762468,25.4923296151253,27.0069344156053,32.5470388282099,31.8893144427706,36.0311418614926,34.7468859736631,35.9353457949286,40.0166376217138,31.3417979422672,32.1232366303048,39.0268269703381,28.5780056800276,36.8620587268391,37.2548379468545,39.6913993886764,40.5720840352969,33.3746559844447,41.5236604460937,52.4190504298308,49.1859289150913,46.0081894913976,52.521369759242,50.7155602230843,54.2711590664291,55.7695327475158,65.2157285884733,53.9066521102139,50.4075441629269,48.0169007831725,49.8465597313939,57.444733028809,52.3502632913868,62.2109485261947,53.1433128408221,56.2077782627674,
Malta,,,,,,,,,,,79.6262642421249,78.2202066522871,82.5135580129306,97.5296086418885,131.668114210588,113.99644900549,123.375162615594,128.557244176428,115.622834612169,118.228492724988,113.661899895444,105.266555891645,97.2073351628753,94.0183264964088,100.834329113915,103.686068836019,96.4434366134328,99.5835525662725,102.351875196872,109.645018724821,121.578266446201,122.317708993714,128.09632441914,130.260106976771,133.966787276163,134.400797789643,123.425613142172,115.399854731116,118.167578910349,123.356436651889,150.690461188428,113.034871753607,110.417100804969,109.724838630418,109.814797563662,102.009549834169,111.21958885903,104.02551664059,93.9532501175206,78.2116865249372,81.1249419655042,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.403114619093,81.2958496215587,82.5163722960905,72.2294132292304,67.2507904863311,70.9370116446648,57.5530077441127,59.716648223273,65.5645591498269,71.2756883803927,79.0297248905841,86.7706869024078,78.5478929592782,80.8072619046598,83.898246472646,73.2379453215613,90.2195558393787,
Mauritania,28.0749578655728,30.6332217728265,35.0881655470304,40.4227314433138,40.8170875112847,47.4627093577355,51.0145649636941,55.9559696759091,50.7842646435303,59.1053719119048,69.262579386091,66.5048658672994,63.7713238435926,84.7986126113189,72.3288327233228,70.8107388624642,68.0767734456226,67.3281857969259,55.8387694418781,63.0365907752476,67.6970293982859,70.3213556629486,67.8472704934176,65.8318782526988,68.6441576233088,88.9937707795826,72.3635192320844,72.8715127129804,62.0444908541385,67.1401182286424,84.052506129535,59.8466903944957,56.8153723480551,69.4430553856382,58.6656151291889,64.9748811406844,65.2400080792544,61.5059226519048,57.1681034212958,52.8767366825542,62.5184719204338,63.3322965530628,57.5981212413113,55.0456408517671,74.3399995367398,93.987266420933,83.321358625849,89.2914986296289,104.002910192351,92.4969077459307,106.664458771491,
Mauritius,,,,,,,,,,,,,,,,,88.4645064340229,91.4394661343363,80.818333765708,78.5360271907241,91.5054576231845,78.016884530206,76.4589247809307,73.7082317485366,80.6755618453694,88.7434444573297,91.0792281147677,99.3777793051527,105.202729997377,105.472057797934,105.973803921569,96.3635564351206,90.780356199004,92.3586886403403,92.098586498513,86.9728341856341,92.5157009303975,90.2952135523085,89.1676642983126,88.5772123620886,79.6497610515523,79.6734131320495,83.0782073816886,75.9644262580469,74.6052348105378,84.3485832992767,91.5243239332553,78.6894730416866,72.9733056488375,64.2617470084046,68.291403189346,
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,14.9373113095313,13.8805025899095,13.6190312914998,13.1338902403415,12.6887040514297,12.3919160528943,11.5211123157515,10.8942591674596,10.9455121517389,10.7947672568447,10.8683567565912,9.97773534237956,9.76736098304776,10.9708106223734,12.5238857457826,10.7767849934187,10.6103061034882,11.8011950921383,13.7671684151864,15.6590378564349,20.6707430281408,20.7007251008067,24.0598641761176,25.8143327491016,26.0726732245928,24.8670405996292,30.420999530593,33.7200635608739,32.8118362287794,32.0979232869993,32.0730344360411,30.0243251292294,30.3648062568898,29.6217193428197,33.8769777415736,53.7043620162054,56.4655435817061,55.6818341953505,58.5288684336645,58.7018983676692,59.4797914115055,53.301777612814,51.4221766617653,48.6110030175076,51.3624328561891,52.1171502884208,53.9167581523778,54.2572868900848,55.6947911300186,53.4056589125569,58.7836485815223,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.802295308642,49.3363892187257,53.6859227533047,56.0593057943921,56.0195243610061,51.9378660961668,54.9471185885863,58.3816738094768,54.2559699050778,59.6366139157455,62.6495986601708,59.4742887185932,60.6474098001905,63.32531703387,69.2781680272132,65.0492420119257,61.1864593372927,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.9608571721853,90.416670686592,110.021028928469,105.954626968508,100.518622005656,89.6834138749783,96.9404219022833,98.6048837781075,101.214442828998,110.48497852503,105.983898452153,113.213011816226,109.866930361455,114.291213210752,107.190534129446,83.9399680529538,93.6064690127907,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,50.7770420997394,52.930535328856,56.4251142046268,78.5711545559735,81.5913805314273,64.049911643026,60.2858046908688,57.7944207068736,47.0789944852404,61.8950669301841,29.802208460442,61.2471717050306,99.1668854838475,66.3197954482719,61.1500737083863,65.0209826168367,87.8118344544259,85.820479139798,91.4310695304606,101.240556378627,91.403935207401,86.978266412335,88.8173006189107,94.9164977330883,89.1390864897877,89.1776567084405,94.6021279616511,109.458312358852,88.0027423311426,99.6265203785374,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1026470235956,79.0809090909091,99.8554237051515,96.0018137562663,98.2585350674603,66.3003875858948,65.239083140401,
Morocco,37.6370043440181,39.2059316238162,32.8765910479839,31.3453087092068,31.939840435644,29.9464245241287,31.505958216543,30.9159915866632,30.6373460434914,28.6758563017479,29.6389448429149,27.6028028271442,28.028243087599,32.9054709166797,47.0505251520572,45.7518134629645,40.4719235244121,40.7351317839272,33.827599552163,35.4266131279919,35.3704227291132,44.4821085275634,41.3451258750217,40.1532915686178,46.9836240897451,46.730237539467,36.8176573579111,37.6400630496906,37.7324689307298,38.5167582886482,43.325660726838,40.0803837384325,39.7917340265899,40.0096046474023,45.559878950046,51.2456993560571,45.2662654326207,49.5499778069078,43.5838616052329,43.519378032125,51.2309226932668,48.1965717796821,48.7743568404179,46.2210043292434,48.7240684969753,53.7261463645512,55.9495036331892,62.9435482589971,70.5540561855169,51.6292890882505,58.208618959369,
Mozambique,,,,,,,,,,,,,,,,,,,,,30.6554680753941,30.6333728906105,29.4602374233952,23.7198120861443,18.8570030345518,11.2377168038557,11.8624654017878,31.3951570370094,40.0784925627944,39.4537182456841,40.7593449258064,39.362252486443,50.4850052342042,53.6088438537946,54.3746776451639,38.8109018161895,30.7048700174154,25.6141483012186,24.0546932264662,31.51961947713,35.8223194829115,43.3368100167024,56.0061383019034,59.9632591243386,62.1011465224136,63.7102714020684,73.9898382528274,68.0176162708969,67.3424790171729,60.3941299176258,80.3239200535161,
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,,,,,,,,,,,,,,,,,,,,,120.58323919479,119.539382476636,109.46928907048,91.6060818985575,97.4496880733945,96.526501986755,121.977389398281,113.922572226453,109.327643934697,109.74694340949,95.6470581812202,94.7722468759082,92.4710828617324,90.1421841754462,83.6422495886377,86.3523699433338,88.444405515955,85.0290164288699,84.7381868114322,83.9972732546896,73.4296774193548,76.856505649255,,65.7021230967188,63.9229632813024,63.999998774241,69.3037211260828,73.1518838291909,83.1485905243243,88.6252850443987,77.3368610947475,
Nepal,,,,19.3115900149585,21.5030837405808,22.383090971876,13.959928550948,13.1443128486932,13.5135334818843,17.618032702261,13.6165545164234,14.9832095263423,13.971454575252,17.1124764121402,16.4575239145231,17.2772465457118,17.9748011414881,18.0052083333333,19.4580847558084,19.6205266146426,21.686438303241,22.3678911742277,20.1634347658162,22.8018035820874,21.0753395243455,23.3977147980449,21.0819425727329,24.380742014761,24.9784220552467,20.9348158597115,24.1484684079892,25.3475981615657,33.6556539527379,34.8083468995116,37.3022803002931,38.1267936580358,39.4331151848236,42.673947374988,35.4182386278648,40.2094516366698,43.2633943629311,36.790036215882,32.8382214986408,38.16458405586,37.2474922470032,38.7011534229933,36.6912647838058,38.8215389895653,36.0212661789255,40.3732272337618,39.0539847513237,
