Agricultural land (% of land area),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Guatemala,,24.6920492721165,24.8040313549832,24.9160134378499,25.0279955207167,25.1399776035834,25.2519596864502,25.4572601717059,25.5692422545726,25.5879059350504,25.709219858156,25.8212019410228,26.1291526689063,26.5304217991788,26.8290406868234,26.9503546099291,27.3422918999627,27.9301978350131,28.0421799178798,28.1448301605076,28.4621127286301,28.6207540126913,28.9660321015304,29.1060097051138,35.321015304218,35.321015304218,35.321015304218,35.321015304218,39.9869354236656,39.9869354236656,39.9869354236656,39.9869354236656,39.9869354236656,41.8253079507279,42.1052631578947,42.1052631578947,42.1052631578947,42.1985815602837,41.3400522583053,41.4333706606943,41.6666666666667,41.9466218738335,42.2265770810004,47.2564389697648,44.7928331466965,42.5718551698395,40.126913027249,41.6573348264278,39.3617021276596,41.013437849944,,
Guinea,,59.4986163112486,59.4945466384503,59.3968744912909,59.2992023441315,59.2055998697705,59.1079277226111,59.0102555754517,58.9125834282924,58.814911281133,58.7213088067719,58.6236366596126,58.5259645124532,58.4282923652938,58.3346898909328,58.2777144717565,58.1800423245971,58.0823701774377,57.9846980302784,57.9724890118834,57.8748168647241,57.7771447175647,57.6794725704054,57.622497151229,57.528894676868,57.4719192576917,57.3742471105323,57.2765749633729,57.3050626729611,57.2073905258017,57.5492430408595,57.1748331434153,57.1992511802051,57.1870421618102,57.170763470617,57.0730913234576,56.6376363340388,56.1614846166368,55.8155624287807,55.103369689077,54.8958163763633,55.103369689077,55.9173042487384,56.3446198925606,56.6905420804167,57.4678495848934,57.5044766400781,57.7079602799935,57.9521406478919,57.9521406478919,,
Guinea-Bissau,,48.2930298719772,48.2930298719772,48.2930298719772,48.2930298719772,48.2930298719772,48.2930298719772,48.6486486486486,48.6486486486486,48.6486486486486,48.6486486486486,48.6486486486486,48.6486486486486,48.8264580369844,49.0042674253201,49.0042674253201,49.0042674253201,49.0398293029872,49.0398293029872,49.0753911806543,49.1820768136558,49.4310099573257,49.8933143669986,50.24893314367,51.2091038406828,51.4935988620199,50.3200568990043,50.1422475106686,49.7866287339972,51.1024182076814,51.4580369843528,51.4580369843528,51.4580369843528,52.1692745376956,52.524893314367,52.8449502133713,53.0583214793741,54.6586059743954,54.6586059743954,56.4722617354196,57.8947368421053,57.8947368421053,57.574679943101,57.6102418207681,57.6102418207681,57.6102418207681,57.9658605974396,57.9658605974396,57.9658605974396,57.9658605974396,,
Guyana,,6.90864724721672,6.90864724721672,6.90864724721672,6.90864724721672,6.90864724721672,6.93406537542575,6.93406537542575,6.94423262670937,6.94423262670937,6.96965075491841,6.96965075491841,6.98490163184383,6.99506888312745,6.99506888312745,7.000254000508,7.40665481330963,7.83337566675133,8.26009652019304,8.71221742443485,8.71221742443485,8.71221742443485,8.71221742443485,8.76301752603505,8.77825755651511,8.77825755651511,8.78841757683515,8.78841757683515,8.78841757683515,8.7985775971552,8.7985775971552,8.80873761747523,8.80873761747523,8.80873761747523,8.80873761747523,8.80873761747523,8.80873761747523,8.80873761747523,8.80873761747523,8.81381762763525,8.67665735331471,8.67665735331471,8.67665735331471,8.67665735331471,8.67665735331471,8.5242570485141,8.50901701803404,8.50901701803404,8.50901701803404,8.50901701803404,,
Haiti,,60.2322206095791,60.4136429608128,60.5950653120464,60.7764876632801,60.9579100145138,61.1393323657475,61.3207547169811,61.5021770682148,61.6835994194485,61.8650217706822,62.0464441219158,57.4746008708273,57.4383164005806,57.4383164005806,57.4383164005806,57.510885341074,57.510885341074,57.8737300435414,57.8737300435414,58.055152394775,58.055152394775,58.055152394775,58.055152394775,58.055152394775,58.055152394775,58.055152394775,58.055152394775,58.0188679245283,57.9825834542816,57.9462989840348,57.9100145137881,57.1480406386067,57.1480406386067,57.8737300435414,57.6923076923077,57.6923076923077,61.3207547169811,61.3207547169811,61.3207547169811,61.3207547169811,60.5950653120464,60.5950653120464,60.5950653120464,60.5950653120464,60.5950653120464,60.5950653120464,67.8519593613933,64.2235123367199,66.7634252539913,,
Honduras,,26.633300563053,26.7226740548753,26.7673608007865,26.8120475466976,26.8567342926088,26.9461077844311,27.0354812762535,27.0801680221646,27.0801680221646,27.169541513987,27.2142282598981,27.5270354812762,27.6164089730986,27.670033068192,28.018589686299,28.3313969076772,29.0016980963446,29.1089462865314,29.1089462865314,29.1089462865314,29.171507730807,29.2161944767182,29.2251318259004,29.2876932701761,29.2966306193583,29.3591920636339,29.3591920636339,29.3591920636339,30.1278040933059,29.6719992850121,29.8686209670212,29.9848065063902,31.7097148985611,31.4594691214586,31.1019751541693,31.1019751541693,30.3423004736795,30.3423004736795,29.82393422111,26.2311198498525,26.2400571990348,27.0622933238002,28.1794619715792,28.0632764322102,28.1526499240325,28.2420234158549,28.2420234158549,28.4565197962284,28.5101438913218,,
"Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,,78.6650377609951,77.8938013774717,77.5741419526824,77.5186049094746,77.2383914685625,76.958115764915,76.8222222222222,76.708523169241,76.541837981998,76.4058679706601,76.1920640213404,76.0920306768923,75.9697677003446,75.3806824497055,75.2473046571079,75.1195108393552,74.7999110715874,74.4470379015227,73.9657473309608,73.707040373707,73.4260289210234,73.2228279007676,73.1085892300846,72.919448153093,72.7525589675122,72.5745438362261,72.4410324877615,72.2933125625904,72.148659174363,72.0373873372649,71.8816067653277,68.2763992433515,68.2172267972402,68.128199421322,68.7625194747385,68.8181615846873,68.9866369710468,68.9643652561247,68.8864142538976,65.32024101763,65.4429814773488,65.264449899576,65.4429814773488,65.431823253738,65.4279656288361,64.8253543131347,64.8030353755161,64.6133244057583,63.8793770020988,,
Iceland,,22.8029925187032,22.7930174563591,22.7930174563591,22.7930174563591,22.7930174563591,22.7930174563591,22.7930174563591,22.7930174563591,22.8029925187032,22.8029925187032,22.8029925187032,22.8029925187032,22.8129675810474,22.8129675810474,22.8129675810474,22.8129675810474,22.7730673316708,22.7630922693267,22.7630922693267,22.7630922693267,22.7630922693267,22.7630922693267,22.7630922693267,22.7531172069825,22.7531172069825,22.7531172069825,22.7531172069825,22.7531172069825,22.7531172069825,22.7531172069825,22.7531172069825,22.7431421446384,22.7431421446384,22.7431421446384,22.7431421446384,22.7431421446384,22.7431421446384,22.7531172069825,22.7531172069825,22.7531172069825,22.7531172069825,22.7531172069825,22.7531172069825,22.7531172069825,22.7531172069825,22.7531172069825,22.7531172069825,22.7531172069825,22.7531172069825,,
India,,58.8280600970675,59.3308870270652,59.2562197505037,59.4375065165698,59.6137481963817,59.7439114217389,59.807815847625,59.9928023436107,59.8313595834777,59.8851738368554,59.7674551575917,59.9423514810692,60.2854173463519,60.544398440732,60.8296139836338,60.8134697076204,60.8064065868646,60.8767014553392,60.728375919467,60.6604354245776,60.6954146892731,60.7848808855135,60.7021414709454,60.9042812601953,60.8602208402423,60.953723105486,61.0959945378533,60.9311883868841,60.9728944332518,60.8908276968508,60.9244616052119,60.8571937884898,60.8901550186836,60.8874643060148,60.8033795351121,60.8373497825568,60.8289413054665,60.8935184095197,60.8605571793259,61.4064355120258,60.6654805108318,60.5534795959895,60.6449638267316,60.5689511938356,60.4932749000232,60.5319538946384,60.4431603765652,60.4428240374816,60.5285905038023,,
Indonesia,,21.3074846679952,21.3074846679952,21.2798842992542,21.2798842992542,21.2522839305133,21.2246835617724,21.2246835617724,21.2246835617724,21.1970831930315,21.1970831930315,21.1694828242905,21.1694828242905,21.1418824555496,21.1418824555496,21.1175941310576,21.0016725823457,21.0016725823457,21.0016725823457,20.976280243104,20.976280243104,20.9486798743631,20.9486798743631,20.9210795056222,20.4529772517761,21.9031006254244,22.7934885210066,24.0040406939837,24.3639495023654,24.5284477000613,24.8861484789437,22.9215542319645,22.8260569561209,23.1931418603753,23.1683015285084,23.2875351214692,23.2742869444736,23.5828590669971,23.6932605419608,24.2458199241542,25.2140408595859,25.5579414540978,25.8786577388674,27.2724763602842,28.5752137648559,27.1841551803132,27.7107702158901,28.1523761157449,28.7043834905634,29.5875952902731,,
Iran,,36.3949525651653,36.4066193853428,36.4434619753769,36.4803045654109,36.517147155445,36.5232875871174,36.5662706088238,36.5969727671855,36.639955788892,36.658377083909,36.9371526818335,37.3338245678671,37.7519879647539,37.4320714746247,37.1127690276626,36.8118878757177,36.6540787817384,36.1468791256025,36.7860980626938,35.4382733106137,35.7864357864358,36.1468791256025,36.357495931964,36.5601301771515,37.0697860059562,37.2724202511437,37.4750544963311,37.9914647999754,37.8864634183783,37.7636547849314,38.6828774062817,39.167971508397,39.3920972644377,39.3951674802739,39.4264836818028,39.5609591354272,39.1956034509226,39.7820146756317,39.1065671916736,38.6134905283842,39.1900770624175,39.3257806023764,39.4614841423352,39.5971876822941,29.2474900985539,29.3831936385128,29.5188971784716,29.6546007184305,29.7903042583894,,
Iraq,,20.1202643071084,20.2460159590278,20.3717676109473,20.2688798957404,20.3946315476599,20.4060635160162,20.5318151679356,20.5432471362919,20.5546791046482,20.561538285662,20.5752566476896,20.9433660287628,20.9662299654755,21.2177332693143,21.2291652376706,21.2291652376706,21.2291652376706,21.4669501794819,21.581269863045,21.581269863045,21.581269863045,21.6064201934289,21.6750120035668,21.720739876992,21.7436038137046,21.7664677504173,21.7664677504173,21.9265153074056,22.3837940416581,23.0697121430368,23.4926949722203,23.0239842696115,22.4409538834396,21.7893316871299,22.1551546745319,21.8236275921988,22.1551546745319,22.7267530923474,22.4981137252212,21.2634611427396,21.4212223060567,22.5644191416878,22.3357797745616,22.1071404074354,22.2923382948076,21.1491414591764,21.6064201934289,21.6064201934289,20.1464358076994,,
Ireland,,81.8696472637538,81.9712585280883,82.3196400058064,82.2470605312818,82.1889969516621,81.7970677892292,82.0728697924227,82.3631876905211,82.6099579039048,82.2615764261867,82.3341559007113,82.4793148497605,82.4793148497605,82.6244737988097,82.9583393816229,82.9873711714327,83.0599506459573,83.1325301204819,83.0599506459573,83.1325301204819,83.2051095950065,83.1325301204819,82.7986645376687,82.6825373784294,82.8131804325737,82.6535055886195,82.2906082159965,82.203512846567,82.0873856873276,82.0002903178981,64.4796051676586,64.0586442154159,63.9280011612716,63.7247786326027,63.7102627376978,63.0134997822616,64.3199303237044,64.1021919001306,64.1312236899405,64.044128320511,64.0150965307011,63.478008419219,63.4344607345043,62.4909275656844,62.4473798809697,61.837712294963,62.0699666134417,60.9667586006677,60.8070837567136,,
Isle of Man,,56.140350877193,56.140350877193,56.140350877193,54.3859649122807,56.140350877193,54.3859649122807,54.3859649122807,54.3859649122807,54.3859649122807,54.3859649122807,54.3859649122807,54.3859649122807,56.140350877193,56.140350877193,56.140350877193,57.8947368421053,57.8947368421053,57.8947368421053,59.6491228070175,59.6491228070175,61.4035087719298,61.4035087719298,63.1578947368421,63.1578947368421,63.1578947368421,64.9122807017544,64.9122807017544,64.9122807017544,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,68.421052631579,68.421052631579,68.421052631579,70.1754385964912,70.1754385964912,70.1754385964912,71.9298245614035,71.9298245614035,71.9298245614035,71.9298245614035,73.6842105263158,73.6842105263158,73.6842105263158,73.6842105263158,73.6842105263158,73.6842105263158,73.6842105263158,,
Israel,,23.6136783733826,23.3364140480592,24.1219963031423,24.2606284658041,23.7523105360444,24.2606284658041,24.2606284658041,24.0757855822551,24.1682070240296,24.2606284658041,24.3530499075786,24.3530499075786,24.815157116451,25.184842883549,24.9537892791128,24.4916820702403,24.5378927911275,24.630314232902,24.630314232902,24.630314232902,24.8613678373383,24.9537892791128,25.554528650647,26.0628465804067,26.5711645101664,26.7560073937153,26.6635859519408,26.6173752310536,26.5711645101664,26.7560073937153,26.7097966728281,26.6635859519408,26.6635859519408,26.7560073937153,26.4787430683919,26.0628465804067,26.0166358595194,25.9704251386322,25.8317929759704,26.1552680221811,25.9242144177449,26.0166358595194,25.4621072088725,23.7060998151571,23.7523105360444,23.4750462107209,23.9371534195933,23.7985212569316,24.1219963031423,,
Italy,,70.324028424739,70.2186256842678,69.7358131311414,69.5726088878311,69.4978069429805,69.3788038489001,69.2904015504403,69.2087994287852,68.773588113291,68.6137839583829,60.0081602121655,59.5287477474414,59.4403454489817,59.5083472170276,59.5593485430621,59.6001496038897,59.5049471286253,59.8041549080276,59.8687565876713,59.7123525211656,59.6749515487403,59.6239502227058,58.6855258236714,58.6311244092346,58.1245112372922,57.9443065519704,57.8423038999014,57.2540886063038,57.291489578729,57.2574886947061,54.5850192104995,54.3266124919248,54.0954064805685,53.3881880928904,52.1335554724423,52.1879568868791,52.1743565332699,52.6469688211894,53.7179966679134,53.167182346741,52.7081704124307,51.9295501683044,50.6799483239274,50.5983545250561,50.0985925069695,48.286530223703,48.1471408172979,49.1160671788944,47.2836064459101,,
Jamaica,,49.2151431209603,49.3998153277932,49.3998153277932,49.2151431209603,46.814404432133,47.7377654662973,47.7377654662973,47.7377654662973,47.7377654662973,46.814404432133,46.814404432133,46.814404432133,46.814404432133,46.814404432133,46.814404432133,46.814404432133,46.814404432133,46.814404432133,45.8910433979686,45.8910433979686,45.8910433979686,44.9676823638042,44.0443213296399,44.0443213296399,44.0443213296399,44.0443213296399,44.0443213296399,44.0443213296399,44.0443213296399,43.9519852262235,43.9519852262235,43.9519852262235,46.4450600184672,46.1680517082179,45.8910433979686,45.6140350877193,45.1523545706371,44.6906740535549,44.5060018467221,44.2289935364728,44.2289935364728,43.7673130193906,43.7673130193906,43.5826408125577,43.1209602954755,43.1209602954755,42.8439519852262,41.4589104339797,41.4589104339797,,
Japan,,19.3891464412326,19.4164166893919,19.1437142077993,19.1709844559585,19.1000818107445,18.8055631306245,18.6473956913008,18.5355876738478,18.1401690755386,18.2601581674393,17.8374693209708,17.6868521549373,17.5859247135843,17.4986361156574,17.1159618008186,17.0150068212824,16.9623362445415,16.9050218340611,16.8504366812227,16.5465465465465,16.4901746724891,16.4554888039323,16.4145275805571,16.4409103372635,16.1245200219419,16.0625171373732,16.0175534832693,15.9544706527702,15.7131102578168,15.6143719144268,15.5074053757542,15.4004388370817,15.2879868348876,15.1755348326934,14.9286889742183,14.8120713305898,14.6886145404664,14.5679012345679,14.4609053497942,14.4252400548697,13.1495198902606,13.0672153635117,12.9931412894376,12.9327846364883,12.8724279835391,12.8148148148148,12.7572016460905,12.6968449931413,12.6447187928669,,
Jordan,,12.2846781504986,12.3073436083409,12.318676337262,12.3640072529465,12.3753399818676,12.3980054397099,12.4320036264733,12.4546690843155,12.4660018132366,12.5113327289211,12.5226654578422,12.5679963735267,12.5793291024479,12.6246600181324,12.6359927470535,12.6586582048957,12.6699909338169,12.7153218495014,12.7493200362647,12.771985494107,12.6586582048957,12.7379873073436,12.8966455122393,11.8993653671804,12.6586582048957,12.7493200362647,13.1006346328196,13.2026291931097,13.0213055303717,11.7860380779692,11.4460562103354,12.6926563916591,12.3526745240254,12.1486854034452,12.6246600181324,11.9106980961015,12.0240253853128,12.0806890299184,12.0920217588395,12.1146872166818,11.5820489573889,11.6160471441523,11.3893925657298,11.7520398912058,11.4800543970988,11.5367180417044,10.9134179510426,11.0154125113327,11.5453931065555,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0324480497833,82.13764492351,82.1020854168982,79.3465940660073,78.3294440122977,77.6530725636182,76.815942512131,75.9095455050561,76.5896210690077,76.774826832611,76.9711449420306,76.9292884394562,76.9529947771975,76.9529947771975,76.9715153535578,76.9715153535578,76.9715153535578,77.2233951920584,,
Kenya,,44.2773307094915,44.2861158941561,44.2949010788207,44.3036862634853,44.3124714481498,44.3212566328144,44.330041817479,44.3388270021436,44.3476121868082,44.3563973714728,44.3651825561373,44.3739677408019,44.3827529254665,44.3915381101311,44.9309484485364,44.9414906701339,44.9450047439997,44.9450047439997,44.9450047439997,44.9450047439997,44.9450047439997,44.9450047439997,44.9450047439997,44.813226974031,46.304951330077,46.3383350318024,46.4472713216432,46.8461187054152,47.5331201461855,47.0358786941702,47.2238816459922,47.5665038479109,47.1588712794743,47.8476297571775,47.8230312401167,46.4753839125698,46.7266401939769,46.4876831711003,47.2221246090593,46.8619320378114,47.1571142425414,47.1202164669501,47.2186105351934,47.4259408932776,47.4435112626067,47.5348771831184,47.6157008820325,47.7914045753242,48.0549601152616,,
Kiribati,,48.1481481481481,48.1481481481481,53.0864197530864,53.0864197530864,53.0864197530864,53.0864197530864,46.9135802469136,46.9135802469136,46.9135802469136,46.9135802469136,46.9135802469136,46.9135802469136,46.9135802469136,46.9135802469136,46.9135802469136,46.9135802469136,46.9135802469136,46.9135802469136,46.9135802469136,46.9135802469136,46.9135802469136,46.9135802469136,46.9135802469136,48.1481481481481,48.1481481481481,48.1481481481481,48.1481481481481,48.1481481481481,48.1481481481481,48.1481481481481,48.1481481481481,48.1481481481481,45.679012345679,45.679012345679,45.679012345679,45.679012345679,45.679012345679,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,,
"Korea, Dem. Rep.",,19.7658001827091,19.7658001827091,19.7658001827091,19.7658001827091,19.7658001827091,19.7658001827091,19.7658001827091,19.7658001827091,19.7658001827091,19.7658001827091,19.7658001827091,19.7658001827091,20.1810480857072,20.1810480857072,20.1810480857072,20.1810480857072,20.1810480857072,20.1810480857072,20.1810480857072,20.8869695208039,20.8869695208039,20.8869695208039,20.8869695208039,20.8869695208039,20.8869695208039,20.8869695208039,20.8869695208039,20.8869695208039,20.8869695208039,20.9118843949838,21.0115438917033,21.0115438917033,21.1776430529026,22.0081388588988,22.0081388588988,22.0081388588988,22.8386346648949,23.253882567893,23.6691304708911,23.6691304708911,23.6691304708911,24.4996262768873,24.4996262768873,24.4996262768873,24.9148741798854,24.4996262768873,24.4996262768873,24.4996262768873,24.125903164189,,
"Korea, Rep.",,21.4018028967892,21.077686620075,21.270130659374,22.1918363212803,23.0730274485972,23.4477868935481,23.6604882001418,23.731388635673,23.6706168337891,23.5389445963739,23.2857287551909,22.9919983794186,23.0021270130659,22.971741112124,23.0122556467133,22.9919983794186,22.9616124784767,22.9210979438874,22.8096829737668,22.7590398055302,22.7387825382356,22.718525270941,22.6476248354097,22.5767243998785,22.4855666970526,22.4551807961106,22.4754380634052,22.4247948951686,22.2526081231642,22.0702927175124,21.8879773118606,21.6347614706776,21.4524460650258,21.2296161247848,20.7434417097134,20.3382963638205,20.0850805226375,19.943279651575,19.7913501468652,19.9837941861643,20.1054372544966,19.8264283500362,19.6487603305785,19.5517455071266,19.4217862674238,19.1783649876135,18.9847296739579,18.6024940739977,19.0937178166838,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3560209424084,,,,
Kuwait,,7.57575757575758,7.57575757575758,7.57575757575758,7.57575757575758,7.57575757575758,7.57575757575758,7.57575757575758,7.57575757575758,7.57575757575758,7.57575757575758,7.57575757575758,7.57575757575758,7.57575757575758,7.57575757575758,7.57575757575758,7.57575757575758,7.57575757575758,7.57575757575758,7.57575757575758,7.57575757575758,7.63187429854096,7.63187429854096,7.63187429854096,7.68799102132435,7.68799102132435,7.74410774410774,7.74410774410774,7.91245791245791,7.91245791245791,7.91245791245791,7.91245791245791,7.91245791245791,7.9685746352413,7.9685746352413,7.9685746352413,8.02469135802469,8.02469135802469,8.02469135802469,8.08080808080808,8.30527497194164,8.47362514029181,8.47362514029181,8.47362514029181,8.41750841750842,8.41750841750842,8.41750841750842,8.47362514029181,8.47362514029181,8.47362514029181,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5964546402503,52.7632950990615,54.0823774765381,54.4264859228363,55.4796663190824,55.5839416058394,55.7351407716371,55.9228362877998,55.8602711157456,56.1835245046924,56.1835245046924,56.5172054223149,56.1522419186653,56.021897810219,55.9489051094891,55.9332638164755,55.9280500521376,55.3545359749739,,
Laos,,6.7157712305026,6.7157712305026,6.49913344887348,6.28249566724437,6.28249566724437,6.32582322357019,6.32582322357019,6.36915077989601,6.37781629116118,6.39948006932409,6.421143847487,6.55112651646447,6.63778162911612,6.73743500866551,6.79376083188908,6.84575389948007,6.88908145580589,6.92374350086655,6.95407279029463,6.95840554592721,6.97140381282496,7.00606585788562,7.01906412478336,7.06239168110919,7.0840554592721,7.09705372616984,7.10571923743501,7.14904679376083,7.157712305026,7.19237435008666,7.20103986135182,7.20970537261698,7.21403812824957,7.32235701906412,7.36568457538995,7.36568457538995,7.60831889081456,7.71230502599653,7.82062391681109,7.95493934142114,7.96793760831889,8.27123050259965,8.40121317157712,8.48786828422877,8.70450606585788,8.92547660311958,8.86481802426343,9.86568457538995,10.1646447140381,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6817816369191,40.4245055475157,40.8425791927963,29.458112236694,30.133461971378,28.4933269014311,28.1234925229136,26.0009647853353,25.5346518732915,25.4220935841775,25.6472101624055,25.4381733397652,26.4029586750281,27.8822961890979,29.8279466152114,29.570670525808,29.34555394758,29.4789321325185,,
Lebanon,,54.9364613880743,55.7184750733138,55.7184750733138,56.6959921798632,58.2600195503421,58.2600195503421,59.2375366568915,60.2150537634409,60.6060606060606,61.0948191593353,61.58357771261,62.0723362658846,63.049853372434,62.5610948191593,62.0723362658846,61.58357771261,61.0948191593353,60.5083088954057,59.921798631476,58.7487781036168,58.455522971652,58.455522971652,58.455522971652,58.455522971652,58.5532746823069,58.6510263929619,59.0420332355816,59.0420332355816,59.0420332355816,59.1397849462366,59.2375366568915,59.2375366568915,59.2375366568915,59.3352883675464,59.5307917888563,60.4105571847507,60.8015640273705,61.1925708699902,56.891495601173,58.1622678396872,58.455522971652,60.2150537634409,61.2903225806452,62.3655913978495,63.8318670576735,67.3509286412512,67.1554252199414,67.1554252199414,67.2531769305963,,
Lesotho,,85.0131752305666,84.8484848484848,84.8484848484848,84.9143610013175,84.9143610013175,85.0790513833992,85.0790513833992,83.4321475625824,81.6205533596838,79.9407114624506,77.8656126482214,77.7009222661397,77.7009222661397,77.7009222661397,78.2608695652174,77.7009222661397,75.4940711462451,75.5270092226614,76.0540184453228,75.6258234519104,75.8234519104084,75.4940711462451,75.3293807641634,75.7905138339921,76.0210803689064,75.4611330698287,76.7457180500659,77.1739130434783,75.9222661396574,76.4492753623188,76.5151515151515,76.9433465085639,76.8774703557312,76.7127799736495,76.5480895915678,76.6139657444005,76.7127799736495,76.7127799736495,76.7127799736495,76.8774703557312,76.8774703557312,75.8893280632411,75.8893280632411,76.2187088274045,76.6469038208169,75.9881422924901,76.7127799736495,77.7997364953887,77.0421607378129,,
Liberia,,26.8168604651163,26.796096345515,26.796096345515,26.764950166113,26.764950166113,26.733803986711,26.733803986711,26.7130398671096,26.7130398671096,26.6922757475083,26.6922757475083,26.6922757475083,26.6922757475083,26.6922757475083,26.6922757475083,26.6922757475083,26.7441860465116,26.7441860465116,26.7441860465116,26.7441860465116,26.7441860465116,26.7857142857143,26.8376245847176,26.8480066445183,26.8687707641196,26.9622093023256,27.0245016611296,26.9933554817276,26.9933554817276,25.8824750830565,25.9551495016611,25.9551495016611,25.9551495016611,25.9551495016611,25.9551495016611,25.9551495016611,26.1627906976744,26.578073089701,26.6818936877076,26.8895348837209,26.8895348837209,26.8895348837209,26.8895348837209,26.9414451827243,26.9414451827243,26.9933554817276,26.9933554817276,27.0971760797342,27.0971760797342,,
Libya,,6.34825011082442,6.46930447730657,6.58410720983894,6.70231992452573,6.8171226570581,6.93533537174489,7.05013810427725,7.16948747968219,7.28599520329177,7.40250292690135,7.52185230230628,7.63722336519772,7.75486774952544,7.87023881241688,7.9878831967446,8.10325425963604,8.22089864396376,8.33911135865056,8.45391409118292,8.5704218147925,8.63009650249497,8.69090785091558,8.75512918149062,8.76081248508133,8.76763244939018,8.77217909226275,8.7750207440581,8.7750207440581,8.77786239585346,8.78354569944417,8.78638735123953,8.78922900303488,8.78922900303488,8.79491230662559,8.81764552098844,8.90346340520818,8.90346340520818,8.78070404764882,8.78070404764882,8.78070404764882,8.78070404764882,8.78070404764882,8.78070404764882,8.85742864612342,8.85742864612342,8.83753708355593,8.83753708355593,8.83753708355593,8.83753708355593,,
Liechtenstein,,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,50,50,50,50,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0682833439694,53.174856413529,49.8723675813657,54.4033184428845,54.4192724952138,54.5149968091895,54.6426292278239,55.7753669432036,54.5309508615188,46.2029355456286,46.0274409700064,40.5392469687301,41.5443522654754,45.2616464582004,44.5118059987237,42.996171027441,42.6360299984043,42.9072921653104,,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4208494208494,49.4208494208494,49.4208494208494,49.4208494208494,49.4208494208494,49.8069498069498,49.8069498069498,50.5791505791506,50.5791505791506,50.5791505791506,,
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3959889893826,51.0027526543453,50.9634290208415,50.6095163193079,50.7274872198191,50.452221785293,50.7668108533228,50.4128981517892,48.5646873771136,48.8399528116398,52.4577270939835,51.1600471883602,49.6264254817145,48.2894219425875,48.1321274085726,42.6476416963932,42.1323820848197,40.1665344964314,,
Madagascar,,60.4343639302542,60.4773532345152,60.5203425387764,60.5633318430374,60.6063211472986,60.6493104515597,60.6922997558208,60.7352890600818,60.7868762251952,60.821267668604,60.8556591120129,60.9072462771262,60.9416377205351,61.0018227465007,61.4901812429068,61.498779103759,61.7825085118822,61.9045981359838,61.9389895793926,61.9733810228015,62.0335660487671,62.0765553530282,62.1367403789937,62.1797296832548,62.2399147092203,62.2829040134814,62.3172954568903,62.3688826220036,62.4118719262648,62.4634590913781,62.5064483956392,62.540839839048,62.7471884995013,62.7299927777969,62.7299927777969,62.9294631495684,64.4667606699453,66.1863328403893,67.9231007325378,69.6426729029817,70.232486157444,70.232486157444,70.232486157444,70.232486157444,70.232486157444,70.232486157444,70.232486157444,70.2359253017849,70.2359253017849,,
Malawi,,33.9414509970301,35.0021213406873,35.5324565125159,36.0627916843445,38.2159524819686,38.7462876537972,38.2371658888417,39.3190496393721,39.8493848112007,39.3190496393721,40.9100551548579,41.4403903266865,41.9707254985151,42.0025456088248,41.4722104369962,41.4934238438693,41.525243954179,42.0873992363174,42.1086126431905,40.6236741620704,41.6843445057276,42.7450148493848,41.7904115400933,42.3207467119219,42.4798472634705,43.5405176071277,43.5935511243106,43.6465846414934,44.176919813322,44.7390750954603,45.8209588459907,45.2906236741621,45.2906236741621,43.1692829868477,45.3966907085278,46.457361052185,46.9876962240136,48.5787017394994,49.5863385659737,50.0636402206194,51.1243105642766,51.1243105642766,51.1243105642766,52.7153160797624,52.7153160797624,52.7153160797624,52.7365294866356,58.0398812049215,59.1005515485787,,
